component,gene_index,loading,abs_loading,novelty_weight,gene
3,68,0.05451005150500795,0.05451005150500795,0.8829414707353677,APMAP
3,594,0.053694753491893454,0.053694753491893454,0.7813906953476738,EVL
3,595,0.053386411595360506,0.053386411595360506,0.33266633316658334,EZR
4,843,0.2770119628828319,0.2770119628828319,0.9589794897448725,IGHA1
4,848,-0.2514456848892192,0.2514456848892192,0.9684842421210605,IGHM
4,1637,0.22859274468523105,0.22859274468523105,0.45672836418209106,SPP1
4,1574,0.1999225442792067,0.1999225442792067,0.9299649824912456,SLC16A3
4,413,0.18808802944507566,0.18808802944507566,0.31465732866433216,CTSD
4,829,0.1756988758046818,0.1756988758046818,0.2026013006503251,IFI6
4,846,0.1700847198820172,0.1700847198820172,0.8754377188594297,IGHG3
4,698,0.16407004079629364,0.16407004079629364,0.6583291645822911,GPI
4,1241,0.1463719416423042,0.1463719416423042,0.24312156078039016,PGK1
4,845,-0.13519829853179346,0.13519829853179346,0.9484742371185593,IGHG2
4,70,-0.13161609956028142,0.13161609956028142,0.9029514757378689,APOC1
4,1021,-0.12710537023549504,0.12710537023549504,0.856928464232116,MGAT4A
4,594,0.11594582507881067,0.11594582507881067,0.7813906953476738,EVL
4,175,0.11330830524679075,0.11330830524679075,0.23611805902951477,BSG
4,969,0.10658939003258644,0.10658939003258644,0.45972986493246626,LUC7L3
4,429,0.09693957768012727,0.09693957768012727,0.9119559779889945,CXCR4
4,202,0.0957341928293794,0.0957341928293794,0.4402201100550275,C4orf48
4,1192,0.09239713224996504,0.09239713224996504,0.8284142071035517,PABPC4
4,612,0.08731747038145496,0.08731747038145496,0.7668834417208604,FBXW5
4,1138,-0.08682865728054108,0.08682865728054108,0.2131065532766383,NME2
4,544,-0.08681568875656347,0.08681568875656347,0.6903451725862931,EIF4A1
4,694,-0.08611337580043775,0.08611337580043775,0.5942971485742872,GOLPH3
4,933,-0.08461948955955552,0.08461948955955552,0.9399699849924963,LDLRAD4
4,378,-0.0844497595768414,0.0844497595768414,0.3751875937968985,COX17
4,1556,-0.08389130413257305,0.08389130413257305,0.19109554777388693,SF3B6
