gene,fold_change,pvalue_adjusted,negative_log10_qvalue,significant,direction
FYN,-0.0003489672145383961,0.9999999974159123,1.1222550396861084e-09,False,other
TSPAN9,9.828313754022596e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PLAUR,1.668080371304559e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DCN,0.0003688361075960614,0.9999999974159123,1.1222550396861084e-09,False,other
TYROBP,-2.6466551127813688e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CD22,-0.0013594825832071167,0.9999999974159123,1.1222550396861084e-09,False,other
LTF,0.008138319348918843,7.612209441740039e-07,6.118489271075947,True,other
ELOVL5,0.0009207883330724642,0.9999999974159123,1.1222550396861084e-09,False,other
ALOX5,-0.0002997632794506794,0.9999999974159123,1.1222550396861084e-09,False,other
CD6,-0.0003124233628386489,0.9999999974159123,1.1222550396861084e-09,False,other
TACC3,0.0001322046544302985,0.9999999974159123,1.1222550396861084e-09,False,other
MDH1,6.647121417768104e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CCDC88C,-0.00019543686009007577,0.9999999974159123,1.1222550396861084e-09,False,other
WAS,-2.9174836175517582e-05,0.9999999974159123,1.1222550396861084e-09,False,other
IGF1,8.441233623897315e-05,0.9999999974159123,1.1222550396861084e-09,False,other
WWTR1,-0.00014590987299062386,0.9999999974159123,1.1222550396861084e-09,False,other
MARCO,0.0008732540717178647,0.9999999974159123,1.1222550396861084e-09,False,other
CD74,0.006118876646160731,0.9999999974159123,1.1222550396861084e-09,False,other
ADGRA2,-9.469070598432106e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FHL1,-0.0003821570912029386,0.9999999974159123,1.1222550396861084e-09,False,other
EHD2,-7.173503809548495e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NR1H3,-0.00017981591905526922,0.9999999974159123,1.1222550396861084e-09,False,other
KCNG1,0.0003685399668788879,0.9999999974159123,1.1222550396861084e-09,False,other
PRKCH,-0.00011708859275720313,0.9999999974159123,1.1222550396861084e-09,False,other
TNFRSF1B,4.5616836659094495e-05,0.9999999974159123,1.1222550396861084e-09,False,other
POU2F2,0.00041947842555890846,0.9999999974159123,1.1222550396861084e-09,False,other
BCLAF1,-0.0009839227135357564,0.9999999974159123,1.1222550396861084e-09,False,other
HMGB3,0.0007492968543611513,0.9999999974159123,1.1222550396861084e-09,False,other
APBA2,-0.00020844424005805277,0.9999999974159123,1.1222550396861084e-09,False,other
RNF19A,-0.0004060575597916033,0.9999999974159123,1.1222550396861084e-09,False,other
DEPDC1B,0.00036529141471928345,0.9999999974159123,1.1222550396861084e-09,False,other
STAP1,3.8699470246969514e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TIMP2,-0.0003108787441479313,0.9999999974159123,1.1222550396861084e-09,False,other
CUL3,0.0004088925831443324,0.9999999974159123,1.1222550396861084e-09,False,other
FLT4,5.111341389659081e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MAT2B,0.00014445665336827035,0.9999999974159123,1.1222550396861084e-09,False,other
TLL1,4.851409193476074e-05,0.9999999974159123,1.1222550396861084e-09,False,other
VCAN,3.104260111364129e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RAI14,0.002129479451023694,0.10245530353254743,0.9894655557078361,False,other
PSMA4,-0.00017043812794769603,0.9999999974159123,1.1222550396861084e-09,False,other
TNC,-0.0005718241352487552,0.9999999974159123,1.1222550396861084e-09,False,other
CAPG,-1.097545959091728e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ADAM28,0.00011289883675151546,0.9999999974159123,1.1222550396861084e-09,False,other
LCP2,-4.5056608477005676e-05,0.9999999974159123,1.1222550396861084e-09,False,other
EPHA3,0.0003392435527185449,0.9999999974159123,1.1222550396861084e-09,False,other
DSG2,-0.0019365279735663946,2.988312412716292e-15,14.524574001225368,True,other
PREX2,5.2102796008766114e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FAM214A,0.000681923374546603,0.9999999974159123,1.1222550396861084e-09,False,other
TPR,-0.00022579436410281178,0.9999999974159123,1.1222550396861084e-09,False,other
HDAC9,0.000516471393680322,0.9999999974159123,1.1222550396861084e-09,False,other
RRM2B,4.102939189005311e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TNFRSF17,-0.0007170278015960554,0.9999999974159123,1.1222550396861084e-09,False,other
SNX29,-0.0002618194887154396,0.9999999974159123,1.1222550396861084e-09,False,other
CELF2,0.00040425830024397313,0.9999999974159123,1.1222550396861084e-09,False,other
LTBP1,0.0019963367917645164,0.00011577986259781669,3.936366970169504,True,other
ELN,0.0002650476014530376,0.9999999974159123,1.1222550396861084e-09,False,other
FOXP3,0.0001883614053967593,0.9999999974159123,1.1222550396861084e-09,False,other
TNIP3,-5.726243014873611e-06,0.9999999974159123,1.1222550396861084e-09,False,other
BCAR1,0.00034954476111467153,0.9999999974159123,1.1222550396861084e-09,False,other
HERPUD1,-0.002026589096306916,0.9999999974159123,1.1222550396861084e-09,False,other
THRAP3,-2.7536348149455325e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RELT,0.0002838712629320908,0.9999999974159123,1.1222550396861084e-09,False,other
CYFIP2,-0.00011270513489995693,0.9999999974159123,1.1222550396861084e-09,False,other
PUM2,-0.0006238101315183125,0.9999999974159123,1.1222550396861084e-09,False,other
PRDM1,-0.00040620989539525906,0.9999999974159123,1.1222550396861084e-09,False,other
CDK14,-0.0003671310023987129,0.9999999974159123,1.1222550396861084e-09,False,other
NDC1,-0.0001167355036954254,0.9999999974159123,1.1222550396861084e-09,False,other
SLC2A3,-0.0001240848648983925,0.9999999974159123,1.1222550396861084e-09,False,other
HDAC7,-9.229953903831106e-05,0.9999999974159123,1.1222550396861084e-09,False,other
GPBP1,-0.00037631296797120684,0.9999999974159123,1.1222550396861084e-09,False,other
WISP2,1.566858527201616e-06,0.9999999974159123,1.1222550396861084e-09,False,other
NGFR,-0.0021957211390215836,0.009399058319332673,2.026915655677301,True,other
SUGP2,6.377241688207413e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CHI3L2,0.0003420764931539831,0.9999999974159123,1.1222550396861084e-09,False,other
CALCRL,7.669534372284478e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SLC9A3R2,8.579310913186481e-05,0.9999999974159123,1.1222550396861084e-09,False,other
IPO5,0.0003317528398521369,0.9999999974159123,1.1222550396861084e-09,False,other
ANKRD44,0.00045077307185737575,0.9999999974159123,1.1222550396861084e-09,False,other
NDUFB4,0.0006459530303701416,0.9999999974159123,1.1222550396861084e-09,False,other
MYLK,0.00013099770003995904,0.9999999974159123,1.1222550396861084e-09,False,other
SNAP91,-0.0008838721661410393,0.08286829916773979,1.0816115747516364,False,other
FAM107B,0.0002928746471929783,0.9999999974159123,1.1222550396861084e-09,False,other
TBC1D1,-0.0004620836526908964,0.9999999974159123,1.1222550396861084e-09,False,other
SLC9A7,0.0004928698430773024,0.9999999974159123,1.1222550396861084e-09,False,other
ELAVL1,-4.023842901194549e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TIE1,3.8087305661481385e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ASPM,0.00020921075784416723,0.9999999974159123,1.1222550396861084e-09,False,other
SPI1,-8.34361468104311e-06,0.9999999974159123,1.1222550396861084e-09,False,other
STAG3,-0.0002651228344200812,0.9999999974159123,1.1222550396861084e-09,False,other
IDI1,0.00029873533813855324,0.9999999974159123,1.1222550396861084e-09,False,other
SP100,-0.0006955430639907431,0.9999999974159123,1.1222550396861084e-09,False,other
PLPP1,-2.9476091865311e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CBFB,0.00031119188273553977,0.9999999974159123,1.1222550396861084e-09,False,other
HYAL2,-6.989253251266092e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MEF2A,3.582890241161929e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RASGRP2,0.0005060404093337467,0.9999999974159123,1.1222550396861084e-09,False,other
ADGRF5,8.25123486405616e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NUCKS1,0.0005463764711850921,0.9999999974159123,1.1222550396861084e-09,False,other
MAOB,-0.00044913632693829864,0.9999999974159123,1.1222550396861084e-09,False,other
GNB5,-0.00012356660717735557,0.9999999974159123,1.1222550396861084e-09,False,other
RAB27A,1.327566752505182e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SCT,-2.148991712343717e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DAPP1,-0.0012773081344247678,0.9999999974159123,1.1222550396861084e-09,False,other
FSTL3,-0.00027971030665528435,0.9999999974159123,1.1222550396861084e-09,False,other
MAP4K4,-0.0004443821188656605,0.9999999974159123,1.1222550396861084e-09,False,other
LMCD1,-7.80473691156542e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TCF3,-0.0005057953122905301,0.9999999974159123,1.1222550396861084e-09,False,other
TRIB2,-0.00036172977995957076,0.9999999974159123,1.1222550396861084e-09,False,other
DAZAP1,-0.0005297944554832484,0.9999999974159123,1.1222550396861084e-09,False,other
CYBRD1,0.00037579004420279505,0.9999999974159123,1.1222550396861084e-09,False,other
PTPN18,0.00015834116458898762,0.9999999974159123,1.1222550396861084e-09,False,other
SMC1A,-2.3198278729888444e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FCGR2B,-0.00012793109349923046,0.9999999974159123,1.1222550396861084e-09,False,other
MRVI1,0.00011934524870230688,0.9999999974159123,1.1222550396861084e-09,False,other
SCARB1,-0.001015622918307979,0.9999999974159123,1.1222550396861084e-09,False,other
MCM2,4.9115884227986586e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FERMT2,0.0002037915917388472,0.9999999974159123,1.1222550396861084e-09,False,other
DHRS9,-0.0005630786239221031,0.9999999974159123,1.1222550396861084e-09,False,other
CD5L,2.9282931077084025e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ST6GAL1,7.197297784494738e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NOTCH3,-0.00023911799873016677,0.9999999974159123,1.1222550396861084e-09,False,other
SCARF1,0.00010505949094285864,0.9999999974159123,1.1222550396861084e-09,False,other
SEMA3A,-3.566483358413957e-05,0.9999999974159123,1.1222550396861084e-09,False,other
GTSE1,0.00038740215467741,0.9999999974159123,1.1222550396861084e-09,False,other
SEMA3C,-5.0547119815192316e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TMEM131,-0.0002046112405558187,0.9999999974159123,1.1222550396861084e-09,False,other
FSCN1,0.0014152668058483864,0.9999999974159123,1.1222550396861084e-09,False,other
ARHGAP15,-0.00012121847801784685,0.9999999974159123,1.1222550396861084e-09,False,other
MCM6,0.0004795249630306919,0.9999999974159123,1.1222550396861084e-09,False,other
SPAG5,0.0003273055850899105,0.9999999974159123,1.1222550396861084e-09,False,other
ANKRD13A,-0.001144191145204726,0.9999999974159123,1.1222550396861084e-09,False,other
TPD52,-4.063702755791737e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TRAF4,-0.0002929876079580396,0.9999999974159123,1.1222550396861084e-09,False,other
PAG1,-0.0004113662819724487,0.9999999974159123,1.1222550396861084e-09,False,other
ICAM3,-0.00014573976061048322,0.9999999974159123,1.1222550396861084e-09,False,other
MCAM,0.0010503083983281827,0.9999999974159123,1.1222550396861084e-09,False,other
DGKD,-0.00018748839466671552,0.9999999974159123,1.1222550396861084e-09,False,other
NFKB2,-0.0010775766975662793,0.9999999974159123,1.1222550396861084e-09,False,other
UBE2T,4.803416263723763e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DNAJC10,-0.0009245160482583975,0.9999999974159123,1.1222550396861084e-09,False,other
IL4R,-0.00014132190441312753,0.9999999974159123,1.1222550396861084e-09,False,other
CAPN6,-0.0022719037795544267,2.7641566146273093e-13,12.558437353866037,True,other
SNRPA,-0.000280415612701302,0.9999999974159123,1.1222550396861084e-09,False,other
APBB1IP,-0.0001235059109425552,0.9999999974159123,1.1222550396861084e-09,False,other
FAM76B,0.0005008394260330451,0.9999999974159123,1.1222550396861084e-09,False,other
FGFR1,0.00034441704165457526,0.9999999974159123,1.1222550396861084e-09,False,other
FBLN1,3.5886232980616734e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ITGA8,3.837424981620839e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LAMP3,-0.0037906574765154896,0.0006786948752732573,3.168325430090909,True,other
EDN1,-0.00018155849988396502,0.9999999974159123,1.1222550396861084e-09,False,other
ITM2A,-0.0001158669619587562,0.9999999974159123,1.1222550396861084e-09,False,other
SP140,-0.00015080479557972454,0.9999999974159123,1.1222550396861084e-09,False,other
TNS1,3.372827825826735e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RAPGEF3,0.00030602454500842577,0.9999999974159123,1.1222550396861084e-09,False,other
FDFT1,0.0006520691687202443,0.9999999974159123,1.1222550396861084e-09,False,other
KIF22,-0.00014783341726001473,0.9999999974159123,1.1222550396861084e-09,False,other
DNM2,-5.9365922277600236e-05,0.9999999974159123,1.1222550396861084e-09,False,other
STX7,0.00015126495685657826,0.9999999974159123,1.1222550396861084e-09,False,other
COL5A3,7.51358363122916e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NDC80,0.0011793965236431316,0.2853727143633532,0.5445875538840421,False,other
CXCL2,0.0007443258477442399,0.9999999974159123,1.1222550396861084e-09,False,other
TCF7,-0.0004500320725917984,0.9999999974159123,1.1222550396861084e-09,False,other
PCNP,-0.00026950547128287705,0.9999999974159123,1.1222550396861084e-09,False,other
MEF2C,-0.0001853986510982758,0.9999999974159123,1.1222550396861084e-09,False,other
HSPB11,1.1798388392728065e-06,0.9999999974159123,1.1222550396861084e-09,False,other
COL19A1,2.212276300222083e-05,0.9999999974159123,1.1222550396861084e-09,False,other
COBLL1,4.2237201301406624e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TRAF5,0.0006013150264417566,0.9999999974159123,1.1222550396861084e-09,False,other
XPO1,0.0003327494985440882,0.9999999974159123,1.1222550396861084e-09,False,other
P2RX5,-0.0005308442693899851,0.9999999974159123,1.1222550396861084e-09,False,other
ITGAE,0.000271996825824513,0.9999999974159123,1.1222550396861084e-09,False,other
CYLD,-0.00038040437766380386,0.9999999974159123,1.1222550396861084e-09,False,other
STARD7,0.00016166564662405125,0.9999999974159123,1.1222550396861084e-09,False,other
EIF3I,9.284444727610669e-05,0.9999999974159123,1.1222550396861084e-09,False,other
HADHA,4.55354454314133e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CD59,-0.00032378184042371194,0.9999999974159123,1.1222550396861084e-09,False,other
CD82,-0.001086747461460258,0.9999999974159123,1.1222550396861084e-09,False,other
FCN1,1.6467696586738585e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MECOM,9.588163546899375e-05,0.9999999974159123,1.1222550396861084e-09,False,other
EPS15,0.000351882676298404,0.9999999974159123,1.1222550396861084e-09,False,other
ZFAND6,-0.0005667704908203647,0.9999999974159123,1.1222550396861084e-09,False,other
LAT2,-0.0006490674707522737,0.9999999974159123,1.1222550396861084e-09,False,other
ACHE,0.0012710023015889416,0.8371416824703861,0.07720103339529774,False,other
FTL,0.006627247313636786,0.9999999974159123,1.1222550396861084e-09,False,other
SRRT,-3.804255253248706e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PSMC5,-8.331402127566973e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CETP,-9.884469705500817e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MMP2,0.00020368839999423266,0.9999999974159123,1.1222550396861084e-09,False,other
ADD1,0.00016019803513121766,0.9999999974159123,1.1222550396861084e-09,False,other
REM1,0.00017492094978174486,0.9999999974159123,1.1222550396861084e-09,False,other
TPX2,0.001688826593610429,0.27016001136419215,0.5683789341041897,False,other
ANKRD10,-0.00038064469904414144,0.9999999974159123,1.1222550396861084e-09,False,other
SIGLEC1,0.00030739409963891767,0.9999999974159123,1.1222550396861084e-09,False,other
SNX5,-0.000569276186508802,0.9999999974159123,1.1222550396861084e-09,False,other
SIRPG,-9.666096306769714e-06,0.9999999974159123,1.1222550396861084e-09,False,other
ANAPC5,-0.0005426559586924895,0.9999999974159123,1.1222550396861084e-09,False,other
OAS1,-0.002436439817851306,0.0327591005404002,1.4846680310783946,True,other
PEBP1,0.00016107092176304016,0.9999999974159123,1.1222550396861084e-09,False,other
BIRC5,7.944795579382935e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LAG3,-1.910015402524902e-05,0.9999999974159123,1.1222550396861084e-09,False,other
DDX24,-0.0005663716374583114,0.9999999974159123,1.1222550396861084e-09,False,other
PAPOLA,-0.00021398881180280382,0.9999999974159123,1.1222550396861084e-09,False,other
LYZ,0.0008829195347775515,0.9999999974159123,1.1222550396861084e-09,False,other
PABPC4,-7.616719861491816e-07,0.9999999974159123,1.1222550396861084e-09,False,other
CD209,0.0010447654126431935,0.9999999974159123,1.1222550396861084e-09,False,other
CERS4,3.594283135651549e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LAMB1,-0.00015535137952479502,0.9999999974159123,1.1222550396861084e-09,False,other
ITGA6,1.0291045818802691e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RAPGEF4,0.0002480962184463016,0.9999999974159123,1.1222550396861084e-09,False,other
SEL1L3,-0.002773700337209334,0.9999999974159123,1.1222550396861084e-09,False,other
NLRP1,-5.4148176632714054e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ORC6,-0.00039727915584926096,0.9999999974159123,1.1222550396861084e-09,False,other
CCDC80,-9.234336133453862e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CMA1,-8.835976256317893e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SUPT16H,0.00013759809952757288,0.9999999974159123,1.1222550396861084e-09,False,other
SEMA6A,-0.0008860072696780102,0.14643340573939176,0.8343598367112699,False,other
WDR76,3.5845575697506654e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SNAP23,-0.00021831258489177913,0.9999999974159123,1.1222550396861084e-09,False,other
COL9A3,0.00024282570772364044,0.9999999974159123,1.1222550396861084e-09,False,other
EZR,0.0007100101304155781,0.9999999974159123,1.1222550396861084e-09,False,other
CDC45,0.00024196012820872081,0.9999999974159123,1.1222550396861084e-09,False,other
CBX5,-2.2745630184797805e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FMO2,1.0789068494645917e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MAP3K1,0.0003015752089220655,0.9999999974159123,1.1222550396861084e-09,False,other
NANS,-0.0003647367250832305,0.9999999974159123,1.1222550396861084e-09,False,other
BLNK,0.0001368012301934951,0.9999999974159123,1.1222550396861084e-09,False,other
FKBP5,-0.001297465696280621,0.9999999974159123,1.1222550396861084e-09,False,other
ITPR3,0.0001686419378684259,0.9999999974159123,1.1222550396861084e-09,False,other
DSP,-0.003127887915968172,6.469277303175669e-09,8.189144232588395,True,other
HNRNPH3,-0.00041933358686761096,0.9999999974159123,1.1222550396861084e-09,False,other
ABLIM1,-0.0003590504976089953,0.9999999974159123,1.1222550396861084e-09,False,other
NRP1,5.794053609381065e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PALMD,0.0002648599890314688,0.9999999974159123,1.1222550396861084e-09,False,other
PSMD8,-0.00014173870671215644,0.9999999974159123,1.1222550396861084e-09,False,other
POLR2E,-0.0005287493029434778,0.9999999974159123,1.1222550396861084e-09,False,other
MADCAM1,-0.0002886937668930556,0.9999999974159123,1.1222550396861084e-09,False,other
MKNK2,0.00041471966177394903,0.9999999974159123,1.1222550396861084e-09,False,other
RANBP1,-7.60985345329146e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SMARCB1,0.00019066771182638803,0.9999999974159123,1.1222550396861084e-09,False,other
DERL3,-0.0004176673683962684,0.9999999974159123,1.1222550396861084e-09,False,other
DDT,-0.00014039042172737937,0.9999999974159123,1.1222550396861084e-09,False,other
GGT5,-0.0003638018496922024,0.9999999974159123,1.1222550396861084e-09,False,other
SNRPD3,0.00034865621422389137,0.9999999974159123,1.1222550396861084e-09,False,other
CARD10,3.6952151099602266e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SLC25A1,4.260573488257258e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LGALS2,1.5843927360534044e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CENPM,-3.024878056274473e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TIMP3,4.3016100305333805e-05,0.9999999974159123,1.1222550396861084e-09,False,other
AP1B1,-0.0002687822393743766,0.9999999974159123,1.1222550396861084e-09,False,other
BIK,-0.0015567547441734525,0.28020930163463287,0.5525174522709997,False,other
HMOX1,7.086210531794326e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MCM5,5.644461525600858e-05,0.9999999974159123,1.1222550396861084e-09,False,other
EIF3D,-0.00016039186942821276,0.9999999974159123,1.1222550396861084e-09,False,other
SGSM3,-2.6823341167214743e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NCF4,-0.00044228366787382734,0.9999999974159123,1.1222550396861084e-09,False,other
CSF2RB,-0.0013944411153521963,0.9999999974159123,1.1222550396861084e-09,False,other
ST13,0.0007015185702836935,0.9999999974159123,1.1222550396861084e-09,False,other
IL2RB,-3.2345298057551326e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RBX1,-0.0001559160017633246,0.9999999974159123,1.1222550396861084e-09,False,other
ACO2,-0.0005761432555761031,0.9999999974159123,1.1222550396861084e-09,False,other
CTSG,0.0007662341590259723,0.9999999974159123,1.1222550396861084e-09,False,other
GZMB,4.418725287167022e-05,0.9999999974159123,1.1222550396861084e-09,False,other
NIN,-0.00042100462333911903,0.9999999974159123,1.1222550396861084e-09,False,other
CDKN3,0.0012139570711087802,0.5039869630134262,0.2975806976111396,False,other
TMED8,-0.00043318758821810077,0.9999999974159123,1.1222550396861084e-09,False,other
DAAM1,-0.0008361307428954023,0.9999999974159123,1.1222550396861084e-09,False,other
LGMN,-3.25060660163988e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ERH,-0.000744412571079496,0.9999999974159123,1.1222550396861084e-09,False,other
HIF1A,-0.00048183675181835695,0.9999999974159123,1.1222550396861084e-09,False,other
EIF5,-0.00072925631788507,0.9999999974159123,1.1222550396861084e-09,False,other
TCL1A,0.001981982017985523,0.9999999974159123,1.1222550396861084e-09,False,other
APEX1,0.00014494049907331358,0.9999999974159123,1.1222550396861084e-09,False,other
PNN,-0.0007201124755010918,0.9999999974159123,1.1222550396861084e-09,False,other
PLTP,0.00013664440838224556,0.9999999974159123,1.1222550396861084e-09,False,other
MMP9,0.000132419929050491,0.9999999974159123,1.1222550396861084e-09,False,other
CD40,-0.002864193284919561,0.8348140124934286,0.07841026983957355,False,other
MYBL2,0.0012513699307384052,0.9999999974159123,1.1222550396861084e-09,False,other
STK4,-0.0005228315049460655,0.9999999974159123,1.1222550396861084e-09,False,other
CTSZ,2.628331885207169e-05,0.9999999974159123,1.1222550396861084e-09,False,other
PSMA7,0.00016619707653450777,0.9999999974159123,1.1222550396861084e-09,False,other
SLC17A9,-0.0005832436404240235,0.9999999974159123,1.1222550396861084e-09,False,other
CDC25B,3.950627906847831e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RASSF2,0.0006832505901837316,0.9999999974159123,1.1222550396861084e-09,False,other
CCM2L,0.0003525609084650584,0.9999999974159123,1.1222550396861084e-09,False,other
MYL9,0.0005255626604441718,0.9999999974159123,1.1222550396861084e-09,False,other
HCK,0.0003670568082468281,0.9999999974159123,1.1222550396861084e-09,False,other
NOP56,-0.0003139742563668113,0.9999999974159123,1.1222550396861084e-09,False,other
JAG1,0.00015089077006592323,0.9999999974159123,1.1222550396861084e-09,False,other
E2F1,0.001267373189499002,0.17080360365096725,0.7675029707124714,False,other
RPRD1B,-0.0011718111119621566,0.9999999974159123,1.1222550396861084e-09,False,other
AHCY,-9.54868758654831e-06,0.9999999974159123,1.1222550396861084e-09,False,other
PPP1R16B,0.0006762545793615668,0.9999999974159123,1.1222550396861084e-09,False,other
MAP1LC3A,0.0015367231953306026,0.9999999974159123,1.1222550396861084e-09,False,other
SMCHD1,-0.0013539516606939916,0.9999999974159123,1.1222550396861084e-09,False,other
CHRDL1,2.6008331068409773e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SRPX,3.477071299393781e-05,0.9999999974159123,1.1222550396861084e-09,False,other
BMX,-5.12274534330134e-05,0.9999999974159123,1.1222550396861084e-09,False,other
RBBP7,2.1302798913894194e-05,0.9999999974159123,1.1222550396861084e-09,False,other
CD40LG,-7.824454058539708e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SRPX2,-1.6238978666603015e-05,0.9999999974159123,1.1222550396861084e-09,False,other
ACP5,0.00021236211500276145,0.9999999974159123,1.1222550396861084e-09,False,other
ARHGEF7,-0.0007315758239006195,0.9999999974159123,1.1222550396861084e-09,False,other
FLT1,-5.619209937324232e-05,0.9999999974159123,1.1222550396861084e-09,False,other
MEDAG,-2.9474767100640857e-05,0.9999999974159123,1.1222550396861084e-09,False,other
TSC22D1,-0.0002871321832717405,0.9999999974159123,1.1222550396861084e-09,False,other
NDRG4,0.0002025545568969736,0.9999999974159123,1.1222550396861084e-09,False,other
SMPD3,-0.0003006852482506251,0.9999999974159123,1.1222550396861084e-09,False,other
CRISPLD2,-5.409498700549749e-05,0.9999999974159123,1.1222550396861084e-09,False,other
FOXF1,0.000981305335155766,0.8953293008406086,0.04801720241073637,False,other
UBE2I,-0.00019543213050475516,0.9999999974159123,1.1222550396861084e-09,False,other
GGA2,0.0004418022206985339,0.9999999974159123,1.1222550396861084e-09,False,other
RBL2,-0.0003986575599306541,0.9999999974159123,1.1222550396861084e-09,False,other
MAZ,0.000440349356635554,0.9999999974159123,1.1222550396861084e-09,False,other
IL21R,-0.0009137256007791389,0.9999999974159123,1.1222550396861084e-09,False,other
SYT17,-0.00029269788854102,0.9999999974159123,1.1222550396861084e-09,False,other
CSK,-0.0011930160009650803,0.9999999974159123,1.1222550396861084e-09,False,other
RASL12,0.00019460807317177743,0.9999999974159123,1.1222550396861084e-09,False,other
TJP1,1.4063364665098388e-05,0.9999999974159123,1.1222550396861084e-09,False,other
BLOC1S6,-0.0003435675706899566,0.9999999974159123,1.1222550396861084e-09,False,other
PDGFRL,-3.7210613850213544e-05,0.9999999974159123,1.1222550396861084e-09,False,other
SFRP1,8.369260402406797e-05,0.9999999974159123,1.1222550396861084e-09,False,other
LEPROTL1,-0.0003727538134186033,0.9999999974159123,1.1222550396861084e-09,False,other
MCM4,0.0003637216032543883,0.9999999974159123,1.1222550396861084e-09,False,other
ASAH1,-0.00014979024003918678,0.9999999974159123,1.1222550396861084e-09,False,other
KCNN4,0.0003818440340112861,0.9999999974159123,1.1222550396861084e-09,False,other
MAP4K1,-0.00033506604356889,0.9999999974159123,1.1222550396861084e-09,False,other
ECH1,5.103695593837443e-05,0.9999999974159123,1.1222550396861084e-09,False,other
HNRNPL,-0.00023705879412769248,0.9999999974159123,1.1222550396861084e-09,False,other
CLASRP,-0.0003345446327834706,0.9999999974159123,1.1222550396861084e-09,False,other
FCGRT,0.00019546905718012542,0.9999999974159123,1.1222550396861084e-09,False,other
CD37,0.0020148145779801674,0.9999999974159123,1.1222550396861084e-09,False,other
LYL1,-0.00015579639013578103,0.9999999974159123,1.1222550396861084e-09,False,other
TRMT1,-0.0005576575302538994,0.9999999974159123,1.1222550396861084e-09,False,other
FCER2,0.002348364750475701,0.9999999974159123,1.1222550396861084e-09,False,other
CLEC4M,0.0032950923427522705,0.02354303147657531,1.6281376167354389,True,other
C19orf53,-0.00036198005452696413,0.9999999974159123,1.1222550396861084e-09,False,other
ASF1B,0.0002903165410106795,0.9999999974159123,1.1222550396861084e-09,False,other
