group,sample,target_type,n_spots,blank_spots,dominant_precision,dominant_recall,target_positive_recall,target_mass_recall,zero_target_false_positive_rate,score_path,score_sha256,stage3b_enabled_in_stage4,blank_mask_integrated,execution_log
real_brca,real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise05,Endothelial cells,2518,382,1.0,0.9947916666666666,0.9947916666666666,0.9947916666666666,0.0,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,a5fa7e12d7c1f8bcb12c5a96f188e357b6f49b1bbc2bcf8218f7bfab61f7b7c6,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise05_stage3b.log
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise05,Endothelial cells,2518,382,1.0,0.9947916666666666,0.9947916666666666,0.9947916666666666,0.0,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,36adc87c1ba3aa3390fadd1916ffbe2cf334744a1bd0aabc0d91cd7e82182b39,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise05_stage3b.log
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05,Endothelial cells,2518,382,1.0,0.9947916666666666,0.9947916666666666,0.9947916666666666,0.0,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,c41d6db10a79bcfdd4cd1f93a1583fd8d543b3615914444d7461f5f9da3b358c,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05_stage3b.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05,B_cell,3274,194,0.6597938144329897,0.3413333333333333,0.2424812030075188,0.33518692718135956,0.023705324580598104,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,4158d22fed39fae1f2315a642125e8a98b9b65cee4359885643d5f8564bf50e7,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05_stage3b.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05,B_cell,3267,28,0.7857142857142857,0.056847545219638244,0.04143126177024482,0.057007441779752165,0.0021929824561403508,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,f3e363e8bacc8e8127ee8aa7cffe764ee0e46b6412679d5a23d550a803393df0,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05_stage3b.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05,B_cell,3265,8,0.625,0.012919896640826873,0.009416195856873822,0.013104466091767401,0.0010972933430870519,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,8c4fb5da54dccd5e455e2617b2a766ba897cfb989b0bbf541f64c92b0cde67c0,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05_stage3b.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05,Ext_L56,8469,2933,0.9693146948516876,0.9964949176305643,0.5411047478292998,0.9843935777695696,0.0013089005235602095,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,dc7200eb16bf3a57e5f8cf3609672df219967951e160a31e6117b1ca11d09dd9,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05_stage3b.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,Ext_L56,8469,2918,0.9742974640164497,0.9964949176305643,0.5381489007943839,0.9826915217436706,0.0016361256544502618,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,98563dd7244fbc3a102e49051608d8315eb713fda50422b93dbc9dc1380f85b0,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05_stage3b.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,Ext_L56,8469,3043,0.9369043706868222,0.9992989835261129,0.5616109366340292,0.9944157253609172,0.000981675392670157,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05\stage3b_st_unsupported_scnoise05_stage3ab_full\spot_unsupported_scores.csv,b76dd170bb0cf8950f546131aed20a24877499e4374d6d54f0c45434a445e332,True,True,V:\visualizations\method_comparison\composite_scnoise05_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05_stage3b.log
