group,sample,CellTrek,CytoSPACE,SVTuner,SpaOTsc,"Tangram
(all genes)","Tangram
(marker genes)",novoSpaRc,svtuner_minus_cytospace,svtuner_win
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise05,0.4698723365797733,0.3650825750430614,0.4076483424618081,0.24509371260273569,0.3277035619322498,0.32540427553248263,0.35943458990989297,0.04256576741874668,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise05,0.5624059092587181,0.48421526741287924,0.4825349242304623,0.31575296839736955,0.4574723881297654,0.4556034954791857,0.4728173220124611,-0.0016803431824169435,False
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise05,0.6018295865346294,0.5884191329827873,0.5877721703382975,0.40816106493431037,0.6304828328617125,0.6350946300725021,0.6150720384313547,-0.0006469626444897125,False
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,0.5250426031230158,0.5723312241888826,0.8557477007128287,0.5388883348138458,0.4753859424909863,0.4979858446865673,0.5766069581921829,0.2834164765239461,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise05,0.3052182298712828,0.4246473657108847,0.7722763206902512,0.4488672892868235,0.33658723691741355,0.3543833120089285,0.42698726080709554,0.3476289549793665,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise05,0.48622788048040494,0.5796899101175786,0.8260857339571895,0.5814700785703928,0.5545321268241914,0.5977494484217938,0.580858706884775,0.2463958238396109,True
real_brca,real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise05,0.5105390205401085,0.6526547190515302,0.7693837340432751,0.3892702925856336,0.5469631973180077,0.5933849648999028,0.5753032024845159,0.11672901499174493,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise05,0.3867463193880091,0.3633203010767487,0.5541921692387228,0.24862572415274725,0.29152103802876755,0.2991128570498605,0.33716233510161975,0.19087186816197416,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise05,0.290867641618325,0.519654396530947,0.681771372842978,0.29413230618508657,0.41860786413329193,0.43763109185641763,0.46377111203645277,0.16211697631203092,True
