group,sample,target_type,n_spots,blank_spots,dominant_precision,dominant_recall,target_positive_recall,target_mass_recall,zero_target_false_positive_rate,score_path,score_sha256,stage3b_enabled_in_stage4,blank_mask_integrated,execution_log
real_brca,real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10,Endothelial cells,2518,382,1.0,0.9947916666666666,0.9947916666666666,0.9947916666666666,0.0,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,66d783692732fb86ade355a06f67db1675c4b09075540be7b7129129223b55cd,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10_stage3b.log
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,Endothelial cells,2518,382,1.0,0.9947916666666666,0.9947916666666666,0.9947916666666666,0.0,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,d7786f7b481cbc2c12c74d8efd2f74fa22d4f64328aaade9d1ccb797e5953089,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10_stage3b.log
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,Endothelial cells,2518,382,1.0,0.9947916666666666,0.9947916666666666,0.9947916666666666,0.0,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,18d1c7e38989de70bd680e48a52edb838fcf59eabf1ccb67715681d16a40bbd4,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10_stage3b.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,B_cell,3274,205,0.6829268292682927,0.37333333333333335,0.2650375939849624,0.3661993337808017,0.023340627279358133,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,c20e4c34d649343df2c4cc53be1ba3fb077b8dbf9258d47444f55be22b7aa174,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10_stage3b.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,B_cell,3267,22,0.8636363636363636,0.04909560723514212,0.035781544256120526,0.04914515945076784,0.0010964912280701754,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,3dd26e420815f82a1c8ad76956e9453425ede414a2cf94405e14853917dc1a98,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10_stage3b.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,B_cell,3265,8,0.625,0.012919896640826873,0.009416195856873822,0.013104466091767401,0.0010972933430870519,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,3980d1afb88914e63f8ed5e4c9cc491a8cb661b8fc473f5c7ef4422e70910cdb,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10_stage3b.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,Ext_L56,8469,2914,0.9749485243651338,0.9957939011566772,0.5375946794753371,0.9821434125008122,0.0013089005235602095,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,a1a684da0fa769f3cb28b95f87ae245e7a82eb629fcab72c17e5cf340da236ac,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10_stage3b.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,Ext_L56,8469,2902,0.9793246037215714,0.9961444093936207,0.5351930537594679,0.9803992054023957,0.0016361256544502618,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,120ac08e21474b84ff35ddb2da1494d21e2df412bb1cd897290ac3a8b0b71693,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10_stage3b.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,Ext_L56,8469,3042,0.9372123602892833,0.9992989835261129,0.561426196194347,0.9943697754555478,0.000981675392670157,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage3b_st_unsupported_scnoise10_stage3ab_full\spot_unsupported_scores.csv,5a5f21404337475fca716010a68c86e618f102ecb66a05e0e727735118d7885c,True,True,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10_stage3b.log
