group,sample,method,composition_recovery,all_spots,predicted_blank_spots,correct_abstention_spots,incorrect_abstention_spots,truth_unsupported_spots,raw_composition_overlap,abstention_credit,abstention_truth_rule,method_key,prediction_path,reused_mapping,provenance_verified
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,"Tangram
(marker genes)",0.44172882858115614,2518,0,0,0,0,0.44172882858115614,0.0,not_applicable,tangram_marker,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,novoSpaRc,0.4681421778313738,2518,0,0,0,0,0.4681421778313738,0.0,not_applicable,novosparc,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,SpaOTsc,0.29211345772375896,2518,0,0,0,0,0.29211345772375896,0.0,not_applicable,spaotsc,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,CellTrek,0.27592191559579465,2518,0,0,0,0,0.27592191559579465,0.0,not_applicable,celltrek,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,CytoSPACE,0.36361290822428294,2518,0,0,0,0,0.36361290822428294,0.0,not_applicable,cytospace_baseline,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,SVTuner,0.518617997117555,2518,382,382,0,384,0.3669102925901522,0.1517077045274027,target_dominant,cytospace_route2,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,"Tangram
(all genes)",0.29288621965225103,2518,0,0,0,0,0.29288621965225103,0.0,not_applicable,tangram_all,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,"Tangram
(marker genes)",0.3012249856244956,2518,0,0,0,0,0.3012249856244956,0.0,not_applicable,tangram_marker,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,novoSpaRc,0.33264236400969205,2518,0,0,0,0,0.33264236400969205,0.0,not_applicable,novosparc,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,SpaOTsc,0.24716193798950828,2518,0,0,0,0,0.24716193798950828,0.0,not_applicable,spaotsc,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,CellTrek,0.2856221807417333,2518,0,0,0,0,0.2856221807417333,0.0,not_applicable,celltrek,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,CytoSPACE,0.5874141883583245,3316,0,0,0,0,0.5874141883583245,0.0,not_applicable,cytospace_baseline,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,SVTuner,0.5893700046522459,3316,205,140,65,385,0.5471504630358407,0.04221954161640531,target_dominant,cytospace_route2,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,"Tangram
(all genes)",0.6284439146722359,3316,0,0,0,0,0.6284439146722359,0.0,not_applicable,tangram_all,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,"Tangram
(marker genes)",0.6330332681203266,3316,0,0,0,0,0.6330332681203266,0.0,not_applicable,tangram_marker,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,novoSpaRc,0.6134131622930202,3316,0,0,0,0,0.6134131622930202,0.0,not_applicable,novosparc,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,SpaOTsc,0.4059679577190656,3316,0,0,0,0,0.4059679577190656,0.0,not_applicable,spaotsc,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,CellTrek,0.6016098061055446,3316,0,0,0,0,0.6016098061055446,0.0,not_applicable,celltrek,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,CytoSPACE,0.4831180649059851,3316,0,0,0,0,0.4831180649059851,0.0,not_applicable,cytospace_baseline,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,SVTuner,0.4801586334676809,3316,22,19,3,397,0.47442883853402584,0.005729794933655006,target_dominant,cytospace_route2,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,"Tangram
(all genes)",0.4573122792145839,3316,0,0,0,0,0.4573122792145839,0.0,not_applicable,tangram_all,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,"Tangram
(marker genes)",0.4553723207078519,3316,0,0,0,0,0.4553723207078519,0.0,not_applicable,tangram_marker,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,novoSpaRc,0.4708268068646171,3316,0,0,0,0,0.4708268068646171,0.0,not_applicable,novosparc,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,SpaOTsc,0.31228945321584795,3316,0,0,0,0,0.31228945321584795,0.0,not_applicable,spaotsc,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,CellTrek,0.5488843558331542,3316,0,0,0,0,0.5488843558331542,0.0,not_applicable,celltrek,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,CytoSPACE,0.3633513736397599,3316,0,0,0,0,0.3633513736397599,0.0,not_applicable,cytospace_baseline,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,SVTuner,0.4057079407229104,3316,8,5,3,397,0.4042000999508959,0.0015078407720144752,target_dominant,cytospace_route2,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,"Tangram
(all genes)",0.3269619902103955,3316,0,0,0,0,0.3269619902103955,0.0,not_applicable,tangram_all,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,"Tangram
(marker genes)",0.3240555746547883,3316,0,0,0,0,0.3240555746547883,0.0,not_applicable,tangram_marker,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,novoSpaRc,0.3572646401212501,3316,0,0,0,0,0.3572646401212501,0.0,not_applicable,novosparc,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,SpaOTsc,0.24432234684408227,3316,0,0,0,0,0.24432234684408227,0.0,not_applicable,spaotsc,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,CellTrek,0.43179835513186077,3316,0,0,0,0,0.43179835513186077,0.0,not_applicable,celltrek,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,CytoSPACE,0.5799209710759528,8470,0,0,0,0,0.5799209710759528,0.0,not_applicable,cytospace_baseline,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,SVTuner,0.8267408322243007,8470,2914,2841,73,2853,0.49132170589608354,0.33541912632821724,target_dominant,cytospace_route2,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,"Tangram
(all genes)",0.5624303439312637,8470,0,0,0,0,0.5624303439312637,0.0,not_applicable,tangram_all,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,"Tangram
(marker genes)",0.6024950560766019,8470,0,0,0,0,0.6024950560766019,0.0,not_applicable,tangram_marker,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,novoSpaRc,0.581202067037264,8470,0,0,0,0,0.581202067037264,0.0,not_applicable,novosparc,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,SpaOTsc,0.5804317244512467,8470,0,0,0,0,0.5804317244512467,0.0,not_applicable,spaotsc,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,CellTrek,0.49116058094070036,8470,0,0,0,0,0.49116058094070036,0.0,not_applicable,celltrek,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,CytoSPACE,0.5718743265627192,8470,0,0,0,0,0.5718743265627192,0.0,not_applicable,cytospace_baseline,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,SVTuner,0.8569817962803802,8470,2902,2842,60,2853,0.5214446061977356,0.33553719008264465,target_dominant,cytospace_route2,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,"Tangram
(all genes)",0.4799281329701433,8470,0,0,0,0,0.4799281329701433,0.0,not_applicable,tangram_all,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,"Tangram
(marker genes)",0.4994815937451247,8470,0,0,0,0,0.4994815937451247,0.0,not_applicable,tangram_marker,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,novoSpaRc,0.576588253473167,8470,0,0,0,0,0.576588253473167,0.0,not_applicable,novosparc,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,SpaOTsc,0.5374515370357181,8470,0,0,0,0,0.5374515370357181,0.0,not_applicable,spaotsc,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,CellTrek,0.480973740514528,8470,0,0,0,0,0.480973740514528,0.0,not_applicable,celltrek,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,CytoSPACE,0.42450534812274904,8470,0,0,0,0,0.42450534812274904,0.0,not_applicable,cytospace_baseline,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_cytospace_baseline\cytospace_output\fractional_abundances_by_spot.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,SVTuner,0.772269565986357,8470,3042,2851,191,2853,0.4356698021138658,0.33659976387249113,target_dominant,cytospace_route2,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\fractional_abundances_by_spot.csv,False,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,"Tangram
(all genes)",0.338939345116369,8470,0,0,0,0,0.338939345116369,0.0,not_applicable,tangram_all,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\tangram_all\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,"Tangram
(marker genes)",0.3561096285430483,8470,0,0,0,0,0.3561096285430483,0.0,not_applicable,tangram_marker,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\tangram_marker\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,novoSpaRc,0.4264971594129269,8470,0,0,0,0,0.4264971594129269,0.0,not_applicable,novosparc,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\novosparc\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,SpaOTsc,0.4471977396136322,8470,0,0,0,0,0.4471977396136322,0.0,not_applicable,spaotsc,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\spaotsc\spot_type_fraction.csv,True,True
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,CellTrek,0.3043087546269629,8470,0,0,0,0,0.3043087546269629,0.0,not_applicable,celltrek,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_mapping\celltrek\spot_type_fraction.csv,True,True
