,B cells,CD8 T cells,Monocytes and Macrophages,NK cells,CD4 T cells,Plasma cells,T-cells
fraction,0.16570008285004142,0.16570008285004142,0.16570008285004142,0.16570008285004142,0.16570008285004142,0.0936205468102734,0.07787903893951947
