raw_sample,profile_mask_sample,masked_target_type,anchor_cell_type,readout_cell_type,gene_set,gene_set_overlap,baseline_highres_ES,baseline_highres_NES,baseline_highres_pval,baseline_highres_peak_rank,baseline_highres_n_mapped_cells,baseline_highres_n_close,baseline_highres_n_far,route2_highres_ES,route2_highres_NES,route2_highres_pval,route2_highres_peak_rank,route2_highres_n_mapped_cells,route2_highres_n_close,route2_highres_n_far,delta_NES,route2_peak_frac,baseline_peak_frac
HumanMelanomaPatient1,highres_humanmelanomapatient1_profile_mask_fibroblasts,Fibroblasts,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE10,23,0.373294119879142,1.6015448762807718,0.19880119880119881,31,220,110,110,0.1940257022509659,0.7743388696148836,0.6383616383616384,3,345,173,172,-0.8272060066658882,0.005454545454545455,0.056363636363636366
HumanColonCancerPatient1,highres_humancoloncancerpatient1_profile_mask_fibroblasts,Fibroblasts,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE9,63,0.4462031004983911,1.3730928583585673,0.08891108891108891,44,44,22,22,0.5200442552770553,1.6032415759732088,0.01898101898101898,91,52,26,26,0.2301487176146415,0.16545454545454547,0.08
HumanColonCancerPatient1,highres_humancoloncancerpatient1_profile_mask_fibroblasts,Fibroblasts,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE10,23,0.3991583651047039,1.1397235490972093,0.3996003996003996,42,44,22,22,0.47484396334067286,1.3821646172162245,0.2017982017982018,98,52,26,26,0.24244106811901522,0.1781818181818182,0.07636363636363637
HumanMelanomaPatient1,highres_humanmelanomapatient1_profile_mask_fibroblasts,Fibroblasts,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE9,63,0.22785285190784124,1.090599829571109,0.4225774225774226,27,220,110,110,0.20773837339017104,0.9329420401790242,0.5494505494505495,99,345,173,172,-0.15765778939208486,0.18,0.04909090909090909
HumanMelanomaPatient2,highres_humanmelanomapatient2_profile_mask_b_cells,B cells,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE9,63,0.6963217455011028,1.3327337870493154,0.000999000999000999,117,477,239,238,0.7172296545881959,1.3930855041986079,0.000999000999000999,126,506,253,253,0.06035171714929244,0.2290909090909091,0.21272727272727274
HumanLungCancerPatient1,highres_humanlungcancerpatient1_profile_mask_plasma_cells,Plasma cells,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE10,23,0.6520048070564253,1.4302046000182815,0.07792207792207792,134,108,54,54,0.5793279593970592,1.1869557580154846,0.25074925074925075,129,113,57,56,-0.24324884200279695,0.23454545454545456,0.24363636363636362
HumanMelanomaPatient2,highres_humanmelanomapatient2_profile_mask_b_cells,B cells,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE10,23,0.5655378426350224,1.0442070580813987,0.45854145854145856,96,477,239,238,0.45228687074289226,0.8419041418879968,0.8091908091908092,131,506,253,253,-0.2023029161934019,0.2381818181818182,0.17454545454545456
HumanLungCancerPatient1,highres_humanlungcancerpatient1_profile_mask_plasma_cells,Plasma cells,Epithelial cells,Monocytes and Macrophages,EcoTyper_Monocytes_and_Macrophages_CE9,63,0.3575804891947033,0.7973781327324048,0.8451548451548452,123,108,54,54,0.5518407100864802,1.1504784278925242,0.17082917082917082,159,113,57,56,0.3531002951601194,0.28909090909090907,0.22363636363636363
