PCMTD1	PCMTD1
PCOLCE	PCOLCE
PDCD10	PDCD10
PDCD2	PDCD2
PDCD4	PDCD4
PDCD5	PDCD5
PDCD6	PDCD6
PDCD6IP	PDCD6IP
PDCL3	PDCL3
PDE4B	PDE4B
PDE4D	PDE4D
PDGFRB	PDGFRB
PDIA3	PDIA3
PDIA4	PDIA4
PDIA6	PDIA6
PDK4	PDK4
PDLIM2	PDLIM2
PDLIM3	PDLIM3
PDLIM5	PDLIM5
PDLIM7	PDLIM7
PEA15	PEA15
PEBP1	PEBP1
PECAM1	PECAM1
PELI1	PELI1
PER1	PER1
PERP	PERP
PET100	PET100
PFDN2	PFDN2
PFDN4	PFDN4
PFDN5	PFDN5
PFKFB3	PFKFB3
PFN1	PFN1
PGAM1	PGAM1
PGK1	PGK1
PGLS	PGLS
PGRMC1	PGRMC1
PHB	PHB
PHB2	PHB2
PHF1	PHF1
PHF20	PHF20
PHF20L1	PHF20L1
PHF3	PHF3
PHF5A	PHF5A
PHIP	PHIP
PHLDA1	PHLDA1
PHLDA2	PHLDA2
PHPT1	PHPT1
PIAS1	PIAS1
PIK3R1	PIK3R1
PIM1	PIM1
PIM2	PIM2
PIM3	PIM3
PIN1	PIN1
PITHD1	PITHD1
PKIG	PKIG
PKN2	PKN2
PLAC9	PLAC9
PLAUR	PLAUR
PLD3	PLD3
PLEK	PLEK
PLEKHJ1	PLEKHJ1
PLIN2	PLIN2
PLK2	PLK2
PLK3	PLK3
PLP2	PLP2
PLPP1	PLPP1
PLSCR1	PLSCR1
PLVAP	PLVAP
PMAIP1	PMAIP1
PMEPA1	PMEPA1
PMP22	PMP22
PNISR	PNISR
PNKD	PNKD
PNN	PNN
PNP	PNP
PNPLA2	PNPLA2
PNPLA8	PNPLA8
PNRC1	PNRC1
PNRC2	PNRC2
POLD4	POLD4
POLE4	POLE4
POLR1D	POLR1D
POLR2A	POLR2A
POLR2F	POLR2F
POLR2G	POLR2G
POLR2I	POLR2I
POLR2K	POLR2K
POLR2L	POLR2L
POMP	POMP
POSTN	POSTN
PPCS	PPCS
PPDPF	PPDPF
PPIB	PPIB
PPIC	PPIC
PPIF	PPIF
PPIG	PPIG
PPM1G	PPM1G
PPM1K	PPM1K
PPP1CA	PPP1CA
PPP1CB	PPP1CB
PPP1CC	PPP1CC
PPP1R10	PPP1R10
PPP1R11	PPP1R11
PPP1R12A	PPP1R12A
PPP1R14A	PPP1R14A
PPP1R15A	PPP1R15A
PPP1R15B	PPP1R15B
PPP1R18	PPP1R18
PPP2R2A	PPP2R2A
PPP2R5C	PPP2R5C
PPP3CC	PPP3CC
PPP4C	PPP4C
PPP4R2	PPP4R2
PPP4R3B	PPP4R3B
PPP6C	PPP6C
PPT1	PPT1
PQBP1	PQBP1
PRCP	PRCP
PRDM2	PRDM2
PRDX3	PRDX3
PRDX4	PRDX4
PRDX5	PRDX5
PRDX6	PRDX6
PRELID1	PRELID1
PRELID3B	PRELID3B
PRF1	PRF1
PRKCH	PRKCH
PRMT2	PRMT2
PRNP	PRNP
PRPF38B	PRPF38B
PRPF40A	PRPF40A
PRPF4B	PRPF4B
PRR13	PRR13
PRRC2C	PRRC2C
PRSS23	PRSS23
PSAP	PSAP
PSIP1	PSIP1
PSMA1	PSMA1
PSMA3	PSMA3
PSMA4	PSMA4
PSMA5	PSMA5
PSMA7	PSMA7
PSMB1	PSMB1
PSMB10	PSMB10
PSMB2	PSMB2
PSMB3	PSMB3
PSMB4	PSMB4
PSMB5	PSMB5
PSMB6	PSMB6
PSMB7	PSMB7
PSMB8	PSMB8
PSMB9	PSMB9
PSMC3	PSMC3
PSMC4	PSMC4
PSMC5	PSMC5
PSMD11	PSMD11
PSMD13	PSMD13
PSMD2	PSMD2
PSMD3	PSMD3
PSMD4	PSMD4
PSMD7	PSMD7
PSMD8	PSMD8
PSME1	PSME1
PSME2	PSME2
PSMF1	PSMF1
PSMG2	PSMG2
PTBP3	PTBP3
PTGDS	PTGDS
PTGER4	PTGER4
PTGES3	PTGES3
PTMA	PTMA
PTMS	PTMS
PTP4A3	PTP4A3
PTPN1	PTPN1
PTPN22	PTPN22
PTPN7	PTPN7
PTPRC	PTPRC
PTRHD1	PTRHD1
PTTG1	PTTG1
PTTG1IP	PTTG1IP
PUF60	PUF60
PYCARD	PYCARD
PYURF	PYURF
R3HDM4	R3HDM4
RAB10	RAB10
RAB11A	RAB11A
RAB11B	RAB11B
RAB11FIP1	RAB11FIP1
RAB13	RAB13
RAB14	RAB14
RAB18	RAB18
RAB1A	RAB1A
RAB1B	RAB1B
RAB27A	RAB27A
RAB2A	RAB2A
RAB31	RAB31
RAB4A	RAB4A
RAB5A	RAB5A
RAB7A	RAB7A
RAB8A	RAB8A
RAB8B	RAB8B
RAB9A	RAB9A
RABAC1	RABAC1
RABGAP1L	RABGAP1L
RABGGTB	RABGGTB
RAC1	RAC1
RAC2	RAC2
RAD21	RAD21
RAD23A	RAD23A
RALA	RALA
RALGAPA1	RALGAPA1
RALY	RALY
RAMP2	RAMP2
RAMP3	RAMP3
RANBP2	RANBP2
RAP1A	RAP1A
RAP1B	RAP1B
RARA	RARA
RARRES2	RARRES2
RASD1	RASD1
RASGEF1B	RASGEF1B
RASSF1	RASSF1
RASSF5	RASSF5
RB1CC1	RB1CC1
RBBP6	RBBP6
RBBP7	RBBP7
RBCK1	RBCK1
RBKS	RBKS
RBM17	RBM17
RBM25	RBM25
RBM3	RBM3
RBM39	RBM39
RBM8A	RBM8A
RBMS1	RBMS1
RBPJ	RBPJ
RBX1	RBX1
RCN1	RCN1
RCN2	RCN2
REEP3	REEP3
REEP5	REEP5
REL	REL
RELB	RELB
RER1	RER1
REXO2	REXO2
RGCC	RGCC
RGS1	RGS1
RGS16	RGS16
RGS19	RGS19
RGS2	RGS2
RGS5	RGS5
RHBDD2	RHBDD2
RHOA	RHOA
RHOB	RHOB
RHOF	RHOF
RHOG	RHOG
RHOH	RHOH
RILPL2	RILPL2
RLF	RLF
RNASE1	RNASE1
RNASEH2B	RNASEH2B
RNASET2	RNASET2
RNF10	RNF10
RNF11	RNF11
RNF114	RNF114
RNF125	RNF125
RNF13	RNF13
RNF130	RNF130
RNF138	RNF138
RNF149	RNF149
RNF167	RNF167
RNF19A	RNF19A
RNF213	RNF213
RNH1	RNH1
RNMT	RNMT
RNPS1	RNPS1
ROCK1	ROCK1
ROMO1	ROMO1
RORA	RORA
RPA3	RPA3
RPAIN	RPAIN
RPN1	RPN1
RPN2	RPN2
RSF1	RSF1
RSL1D1	RSL1D1
RSL24D1	RSL24D1
RSRC2	RSRC2
RSRP1	RSRP1
RSU1	RSU1
RTF1	RTF1
RTN4	RTN4
RUNX1	RUNX1
RUNX3	RUNX3
RWDD1	RWDD1
S100A10	S100A10
S100A11	S100A11
S100A13	S100A13
S100A16	S100A16
S100A4	S100A4
S100A6	S100A6
S100A9	S100A9
SAMHD1	SAMHD1
SAMSN1	SAMSN1
SAP18	SAP18
SAP30BP	SAP30BP
SAR1A	SAR1A
SAR1B	SAR1B
SAT1	SAT1
SAT2	SAT2
SBDS	SBDS
SCAF11	SCAF11
SCAMP2	SCAMP2
SCAND1	SCAND1
SCGB2A2	SCGB2A2
SCP2	SCP2
SCPEP1	SCPEP1
SDC1	SDC1
SDCBP	SDCBP
SDF2	SDF2
SDF2L1	SDF2L1
SDF4	SDF4
SDHB	SDHB
SEC11A	SEC11A
SEC11C	SEC11C
SEC13	SEC13
SEC31A	SEC31A
SEC61G	SEC61G
SEC62	SEC62
SECISBP2	SECISBP2
SELL	SELL
SENP6	SENP6
SERBP1	SERBP1
SERF2	SERF2
SERINC1	SERINC1
SERINC3	SERINC3
SERP1	SERP1
SERPINB1	SERPINB1
SERPINB9	SERPINB9
SERPINE1	SERPINE1
SERPINF1	SERPINF1
SERPING1	SERPING1
SERTAD1	SERTAD1
SET	SET
SF1	SF1
SF3A1	SF3A1
SF3B1	SF3B1
SF3B2	SF3B2
SF3B4	SF3B4
SF3B5	SF3B5
SF3B6	SF3B6
SFPQ	SFPQ
SFRP2	SFRP2
SFT2D1	SFT2D1
SGK1	SGK1
SH2D2A	SH2D2A
SH3BGRL	SH3BGRL
SH3BGRL3	SH3BGRL3
SH3BP5	SH3BP5
SH3GLB1	SH3GLB1
SH3KBP1	SH3KBP1
SHISA5	SHISA5
SIGIRR	SIGIRR
SIVA1	SIVA1
SKAP1	SKAP1
SKIL	SKIL
SLA	SLA
SLBP	SLBP
SLC16A3	SLC16A3
SLC1A5	SLC1A5
SLC20A1	SLC20A1
SLC25A3	SLC25A3
SLC25A33	SLC25A33
SLC25A36	SLC25A36
SLC25A39	SLC25A39
SLC2A3	SLC2A3
SLC38A1	SLC38A1
SLC38A2	SLC38A2
SLC3A2	SLC3A2
SLC5A3	SLC5A3
SLC7A5	SLC7A5
SLC9A3R1	SLC9A3R1
SLC9A3R2	SLC9A3R2
SLIRP	SLIRP
SLPI	SLPI
SLTM	SLTM
SMAP1	SMAP1
SMAP2	SMAP2
SMARCA5	SMARCA5
SMARCB1	SMARCB1
SMCHD1	SMCHD1
SMDT1	SMDT1
SMG1	SMG1
SMIM14	SMIM14
SMS	SMS
SNAP23	SNAP23
SNRNP70	SNRNP70
SNRPA	SNRPA
SNRPA1	SNRPA1
SNRPB	SNRPB
SNRPB2	SNRPB2
SNRPC	SNRPC
SNRPD1	SNRPD1
SNRPE	SNRPE
SNRPF	SNRPF
SNRPG	SNRPG
SNU13	SNU13
SNX17	SNX17
SNX2	SNX2
SNX3	SNX3
SNX5	SNX5
SNX6	SNX6
SNX9	SNX9
SOCS1	SOCS1
SOCS3	SOCS3
SOD1	SOD1
SOD2	SOD2
SOD3	SOD3
SON	SON
SOX4	SOX4
SP100	SP100
SPAG9	SPAG9
SPARC	SPARC
SPARCL1	SPARCL1
SPCS1	SPCS1
SPCS2	SPCS2
SPCS3	SPCS3
SPG21	SPG21
SPINT2	SPINT2
SPOCK2	SPOCK2
SPON2	SPON2
SPP1	SPP1
SPPL2A	SPPL2A
SPRY1	SPRY1
SPSB3	SPSB3
SPTAN1	SPTAN1
SPTBN1	SPTBN1
SPTSSA	SPTSSA
SQSTM1	SQSTM1
SRA1	SRA1
SREK1	SREK1
SRGN	SRGN
SRI	SRI
SRP54	SRP54
SRP9	SRP9
SRPRA	SRPRA
SRRM1	SRRM1
SRRM2	SRRM2
SRSF1	SRSF1
SRSF10	SRSF10
SRSF11	SRSF11
SRSF2	SRSF2
SRSF3	SRSF3
SRSF4	SRSF4
SRSF5	SRSF5
SRSF7	SRSF7
SRSF8	SRSF8
SRSF9	SRSF9
SSB	SSB
SSBP1	SSBP1
SSH2	SSH2
SSNA1	SSNA1
SSR1	SSR1
SSR2	SSR2
SSR3	SSR3
SSR4	SSR4
SSU72	SSU72
ST13	ST13
STARD3	STARD3
STARD3NL	STARD3NL
STARD7	STARD7
STAT1	STAT1
STAT3	STAT3
STAT4	STAT4
STAU1	STAU1
STK17A	STK17A
STK17B	STK17B
STK4	STK4
STMN1	STMN1
STOM	STOM
STOML2	STOML2
STRAP	STRAP
STUB1	STUB1
SUCLG1	SUCLG1
SUGT1	SUGT1
SUMO1	SUMO1
SUMO3	SUMO3
SUPT4H1	SUPT4H1
SURF4	SURF4
SYAP1	SYAP1
SYF2	SYF2
SYNCRIP	SYNCRIP
SYNE2	SYNE2
SYNGR2	SYNGR2
SYPL1	SYPL1
SYTL3	SYTL3
SZRD1	SZRD1
TACC1	TACC1
TACSTD2	TACSTD2
TAF15	TAF15
TAF1D	TAF1D
TAF7	TAF7
TAGAP	TAGAP
TAGLN	TAGLN
TAGLN2	TAGLN2
TALDO1	TALDO1
TANK	TANK
TAOK3	TAOK3
TAP1	TAP1
TAPBP	TAPBP
TAX1BP1	TAX1BP1
TBC1D10C	TBC1D10C
TBCB	TBCB
TBCC	TBCC
TBPL1	TBPL1
TBRG1	TBRG1
TC2N	TC2N
TCEA1	TCEA1
TCEAL4	TCEAL4
TCF25	TCF25
TCF4	TCF4
TCIRG1	TCIRG1
TCP1	TCP1
TERF2IP	TERF2IP
TES	TES
TEX264	TEX264
TFG	TFG
TFPI	TFPI
TGFB1	TGFB1
TGFB1I1	TGFB1I1
TGFBR2	TGFBR2
TGIF1	TGIF1
TGOLN2	TGOLN2
THBS1	THBS1
THOC2	THOC2
THOC7	THOC7
THRAP3	THRAP3
THY1	THY1
TIAL1	TIAL1
TIGIT	TIGIT
TIMM13	TIMM13
TIMM17A	TIMM17A
TIMM8B	TIMM8B
TIMP1	TIMP1
TIMP2	TIMP2
TIMP3	TIMP3
TINAGL1	TINAGL1
TIPARP	TIPARP
TKT	TKT
TLE4	TLE4
TLN1	TLN1
TM2D1	TM2D1
TM2D3	TM2D3
TM4SF1	TM4SF1
TM9SF2	TM9SF2
TMBIM1	TMBIM1
TMBIM6	TMBIM6
TMC6	TMC6
TMCO1	TMCO1
TMED10	TMED10
TMED2	TMED2
TMED3	TMED3
TMED4	TMED4
TMED5	TMED5
TMED9	TMED9
TMEM109	TMEM109
TMEM123	TMEM123
TMEM134	TMEM134
TMEM141	TMEM141
TMEM147	TMEM147
TMEM14A	TMEM14A
TMEM14B	TMEM14B
TMEM14C	TMEM14C
TMEM160	TMEM160
TMEM165	TMEM165
TMEM167A	TMEM167A
TMEM173	TMEM173
TMEM176A	TMEM176A
TMEM176B	TMEM176B
TMEM179B	TMEM179B
TMEM204	TMEM204
TMEM205	TMEM205
TMEM208	TMEM208
TMEM219	TMEM219
TMEM230	TMEM230
TMEM243	TMEM243
TMEM256	TMEM256
TMEM258	TMEM258
TMEM50A	TMEM50A
TMEM50B	TMEM50B
TMEM59	TMEM59
TMEM70	TMEM70
TMEM9B	TMEM9B
TMF1	TMF1
TMOD3	TMOD3
TMSB4X	TMSB4X
TMUB1	TMUB1
TMX1	TMX1
TMX4	TMX4
TNF	TNF
TNFAIP3	TNFAIP3
TNFAIP8	TNFAIP8
TNFRSF12A	TNFRSF12A
TNFRSF14	TNFRSF14
TNFRSF18	TNFRSF18
TNFRSF1A	TNFRSF1A
TNFRSF1B	TNFRSF1B
TNFRSF4	TNFRSF4
TNFSF10	TNFSF10
TNIP1	TNIP1
TNRC6B	TNRC6B
TOB1	TOB1
TOB2	TOB2
TOMM20	TOMM20
TOMM22	TOMM22
TOMM5	TOMM5
TOMM7	TOMM7
TOP1	TOP1
TOX4	TOX4
TPM1	TPM1
TPM2	TPM2
TPR	TPR
TPST2	TPST2
TRA2A	TRA2A
TRA2B	TRA2B
TRABD	TRABD
TRAC	TRAC
TRAF3IP3	TRAF3IP3
TRAF4	TRAF4
TRAM1	TRAM1
TRAPPC1	TRAPPC1
TRAPPC2L	TRAPPC2L
TRAPPC3	TRAPPC3
TRAPPC6A	TRAPPC6A
TRBC1	TRBC1
TRBC2	TRBC2
TRDC	TRDC
TRIM22	TRIM22
TRMT112	TRMT112
TSC22D1	TSC22D1
TSC22D2	TSC22D2
TSC22D3	TSC22D3
TSC22D4	TSC22D4
TSEN34	TSEN34
TSPAN13	TSPAN13
TSPAN3	TSPAN3
TSPAN4	TSPAN4
TSPO	TSPO
TSPYL2	TSPYL2
TSTD1	TSTD1
TTC14	TTC14
TTC3	TTC3
TUBA1B	TUBA1B
TUBA4A	TUBA4A
TUBB2A	TUBB2A
TUFM	TUFM
TWF2	TWF2
TXN	TXN
TXN2	TXN2
TXNDC12	TXNDC12
TXNDC15	TXNDC15
TXNDC17	TXNDC17
TXNIP	TXNIP
TXNL1	TXNL1
TYMP	TYMP
TYROBP	TYROBP
U2SURP	U2SURP
UACA	UACA
UAP1	UAP1
UBA2	UBA2
UBA52	UBA52
UBAC2	UBAC2
UBB	UBB
UBC	UBC
UBE2A	UBE2A
UBE2B	UBE2B
UBE2D1	UBE2D1
UBE2D2	UBE2D2
UBE2E3	UBE2E3
UBE2G1	UBE2G1
UBE2I	UBE2I
UBE2J1	UBE2J1
UBE2K	UBE2K
UBE2L3	UBE2L3
UBE2L6	UBE2L6
UBE2N	UBE2N
UBE2V2	UBE2V2
UBE3A	UBE3A
UBL5	UBL5
UBQLN1	UBQLN1
UBXN1	UBXN1
UBXN4	UBXN4
UCP2	UCP2
UFC1	UFC1
UFM1	UFM1
UGCG	UGCG
UGP2	UGP2
UPP1	UPP1
UQCC2	UQCC2
UQCR11	UQCR11
UQCRB	UQCRB
UQCRC1	UQCRC1
UQCRC2	UQCRC2
UQCRFS1	UQCRFS1
UQCRHL	UQCRHL
UQCRQ	UQCRQ
USP15	USP15
USP16	USP16
UTRN	UTRN
UVRAG	UVRAG
UXT	UXT
VAMP2	VAMP2
VAMP5	VAMP5
VAMP8	VAMP8
VAPA	VAPA
VASP	VASP
VCAN	VCAN
VCP	VCP
VDAC1	VDAC1
VDAC2	VDAC2
VDAC3	VDAC3
VIM	VIM
VMP1	VMP1
VOPP1	VOPP1
VPS13C	VPS13C
VPS28	VPS28
VPS29	VPS29
VPS35	VPS35
VPS37B	VPS37B
VTI1B	VTI1B
VWF	VWF
WAC	WAC
WAS	WAS
WASF2	WASF2
WBP11	WBP11
WBP2	WBP2
WDR1	WDR1
WDR33	WDR33
WDR83OS	WDR83OS
WIPF1	WIPF1
WNK1	WNK1
WSB1	WSB1
WWTR1	WWTR1
XAF1	XAF1
XBP1	XBP1
XCL1	XCL1
XRCC5	XRCC5
XRCC6	XRCC6
XRN2	XRN2
YBX1	YBX1
YIF1A	YIF1A
YIPF3	YIPF3
YIPF4	YIPF4
YIPF5	YIPF5
YME1L1	YME1L1
YPEL5	YPEL5
YTHDC1	YTHDC1
YTHDF2	YTHDF2
YWHAB	YWHAB
YWHAE	YWHAE
YWHAG	YWHAG
YWHAH	YWHAH
YWHAQ	YWHAQ
YY1	YY1
ZBTB20	ZBTB20
ZBTB38	ZBTB38
ZC3H12A	ZC3H12A
ZC3H15	ZC3H15
ZC3HAV1	ZC3HAV1
ZEB2	ZEB2
ZFAND1	ZFAND1
ZFAND2A	ZFAND2A
ZFAND5	ZFAND5
ZFAND6	ZFAND6
ZFP36	ZFP36
ZFP36L1	ZFP36L1
ZFP36L2	ZFP36L2
ZMAT2	ZMAT2
ZMYM2	ZMYM2
ZNF10	ZNF10
ZNF207	ZNF207
ZNF267	ZNF267
ZNF292	ZNF292
ZNF331	ZNF331
ZNF428	ZNF428
ZNF593	ZNF593
ZNF638	ZNF638
ZNF644	ZNF644
ZNF683	ZNF683
ZNF706	ZNF706
ZNF800	ZNF800
ZNRD1	ZNRD1
ZRANB2	ZRANB2
ZYX	ZYX
