gene,hvg_score,svg_score,hvg_norm,svg_norm,final_weight,is_sc_hvg,selected_in_plugin
RBPMS,0.13402953114696833,0.07964614756449699,0.7845763939174512,0.8355660149650012,0.8100712044412262,False,0
GTF2E2,0.16565752645897674,0.017212261454957106,0.8279628288679701,0.5004223992276129,0.6641926140477915,False,0
SMIM18,0.0008009513881135308,0.0,0.16545981173062999,0.2035662563359884,0.1845130340333092,False,0
GSR,0.06729103195917363,0.016619257052365336,0.6205648081100652,0.49517258025585326,0.5578686941829593,False,0
UBXN8,0.039177070728331806,0.02494267943909715,0.5097755249818972,0.5734974656046343,0.5416364952932657,False,0
PPP2CB,0.10937203928174592,0.03414989772516067,0.7373280231716147,0.6445812213371953,0.690954622254405,False,0
PURG,0.0005628916119113851,0.0,0.15206372194062273,0.2035662563359884,0.17781498913830557,False,0
WRN,0.045919644421671575,0.007965208364983233,0.5386193579531741,0.41455467052860245,0.47658701424088823,False,0
NRG1,0.021981839892652774,0.23457767501822546,0.4135891865797731,0.9640357229061067,0.68881245474294,True,0
FUT10,0.017725382528336588,-0.002205091480817774,0.387762490948588,0.04145546705286025,0.21460897900072412,False,0
TTI2,0.04535946856253891,0.00804125060609743,0.5360246198406952,0.4150374125030171,0.4755310161718561,False,0
MAK16,0.041342878452654115,0.012645165678355627,0.5188269370021723,0.455527395607048,0.48717716630461017,False,0
RNF122,0.024168178932079662,0.007331916442926955,0.42789041757180785,0.4088221095824282,0.418356263577118,False,0
DUSP26,0.0022045515513456505,0.0,0.21415640839971037,0.2035662563359884,0.20886133236784937,False,0
ZNF703,0.08568327948462254,0.05420346795298509,0.6778904175718079,0.7550084479845522,0.7164494327781801,False,0
ERLIN2,0.040691887957576195,0.03086538798749581,0.5158701424088824,0.6223147477673183,0.5690924450881003,False,0
ADGRA2,0.055341371691410686,0.15383080656193068,0.5774197441467536,0.9295800144822592,0.7534998793145065,True,0
BRF2,0.032962719042044696,0.004906216464649652,0.4768887279748974,0.3879435191889935,0.4324161235819455,False,0
RAB11FIP1,0.3455750294300898,0.11878274888536612,0.9404417089065894,0.8980207579048999,0.9192312334057446,False,1
EIF4EBP1,0.24871390040034327,0.27829549473706316,0.8983828143857109,0.9745957035964277,0.9364892589910693,False,1
ASH2L,0.06518207058314429,0.025692475981360974,0.6125392227854212,0.5794110547912141,0.5959751387883176,False,0
STAR,0.0006910181041731432,0.0,0.15978759353125754,0.2035662563359884,0.18167692493362297,False,0
LSM1,0.24847147237454234,0.08143151482056585,0.8982621288921072,0.8392469225199131,0.8687545257060101,False,0
BAG4,0.061812584687807266,-0.0036199290715786606,0.5996862177166304,0.03445570842384745,0.31707096307023896,False,0
DDHD2,0.06702398714887411,0.008909109183974402,0.6192976104272266,0.42245957035964277,0.5208785903934348,False,0
PLPP5,0.1605947953924644,0.0473515424991577,0.8216871832005793,0.7245957035964277,0.7731414433985035,False,0
LETM2,0.03285408243233861,0.0,0.4763456432536809,0.2035662563359884,0.3399559497948347,False,0
FGFR1,0.09639485166487433,0.06649338504625166,0.7080014482259233,0.7974293989862419,0.7527154236060826,True,0
C8orf86,0.0,0.0,0.042360608254887765,0.2035662563359884,0.12296343229543809,False,0
TACC1,0.3078712197515263,0.18242454478714945,0.9268042481293749,0.94605358435916,0.9364289162442674,False,1
PLEKHA2,0.15398611925788466,0.056644167507161294,0.8134805696355298,0.7637581462708183,0.7886193579531741,False,0
HTRA4,0.004975414592797989,0.0,0.26768042481293747,0.2035662563359884,0.23562334057446294,False,0
TM2D2,0.11703495814872948,-0.0008686889150960963,0.7543446777697321,0.049420709630702386,0.40188269370021723,False,0
ADAM9,0.09107689122843697,0.15088043561747777,0.6941829592083032,0.9274076755973932,0.8107953174028482,False,0
ADAM32,0.0012831150192104226,0.0,0.1863384021240647,0.2035662563359884,0.19495232923002653,False,0
IDO1,0.06033607665834942,0.26007172588301886,0.5952811972000965,0.9707337678011103,0.7830074825006035,True,0
IDO2,0.0023818036860456214,0.0,0.2186217716630461,0.2035662563359884,0.21109401399951727,False,0
ZMAT4,0.01389378233811932,0.0,0.3606685976345643,0.2035662563359884,0.28211742698527636,False,0
SFRP1,0.011064543413078706,0.28846259150949954,0.3364108134202269,0.9761042722664736,0.6562575428433503,True,0
GOLGA7,0.26346771713332895,0.05290117398571308,0.9069514844315714,0.7503017137340092,0.8286265990827903,False,0
GINS4,0.018084805156897026,0.004213411072877241,0.3902365435674632,0.38172821626840453,0.3859823799179338,False,0
GPAT4,0.09199290990717503,0.08457153307244826,0.6969587255611875,0.8458846246681149,0.7714216751146512,False,0
ANK1,0.00939903226189332,0.0,0.3210837557325609,0.2035662563359884,0.26232500603427467,False,0
KAT6A,0.1765288451719658,0.06660252529089303,0.8392469225199131,0.7978517982138547,0.8185493603668839,False,0
AP3M2,0.142002804807867,0.013997337842010708,0.7979121409606565,0.4695872556118755,0.633749698286266,False,0
PLAT,0.09731595628478198,0.09758902190718374,0.7101737871107893,0.869538981414434,0.7898563842626116,True,0
IKBKB,0.11781847901134884,0.033969616029987056,0.7554911899589669,0.6434950518947623,0.6994931209268647,False,0
POLB,0.10707651608494294,0.07280517291120737,0.731052377504224,0.8168597634564325,0.7739560704803283,False,0
DKK4,1.7375178732838655e-05,0.0,0.08794955346367367,0.2035662563359884,0.14575790489983104,False,0
