scene,scene_index,group,marker_percentile
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9062791420578178
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9563257693503264
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.878147342244327
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8624494870997824
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9389182468138016
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8720857942182157
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8682001865091701
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9577245881255828
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9902082685732049
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9631644389182468
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.929592788312092
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9322350015542431
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9386073981970781
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8543674230649674
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8764376748523469
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.898041653714641
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8686664594342555
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8563879390736712
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9081442337581598
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9451352191482748
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9804165371464098
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9996891513832763
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9628535903015232
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9297482126204538
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.863692881566677
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.944047248989742
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9246192104445136
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9653403792353124
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9538389804165371
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9065899906745415
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9165371464096985
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8509480882810071
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.949487099782406
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8739508859185576
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9898974199564812
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9511967671743861
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9785514454460678
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9278831209201119
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.922443270127448
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9841467205470935
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9592788312092011
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8804787068697544
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9690705626359962
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8961765620142991
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9715573515697855
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9120298414672054
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9908299658066522
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.892601802921977
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9112527199253964
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9017718371153248
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8795461610195835
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9616101958346286
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9987566055331054
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8806341311781163
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8643145788001243
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9819707802300279
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8960211377059372
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9525955859496426
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8612060926328878
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9241529375194281
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9117189928504819
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9188685110351259
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9519738887161953
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9867889337892446
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8877836493627603
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9089213552999689
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9870997824059683
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9591234069008393
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9502642213242151
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.872707491451663
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.987410631022692
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9541498290332608
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9788622940627915
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.935032639104756
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9030152315822194
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9888094497979484
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9808828100714951
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9456014920733603
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9844575691638172
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.885452284737333
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8593410009325458
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.920578178427106
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9045694746658377
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9651849549269506
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9487099782405968
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9483991296238732
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9964252409076779
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8811004041032018
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9521293130245571
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9586571339757538
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9264843021448554
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8851414361206092
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8677339135840846
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8742617345352813
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.993627603357165
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9271059993783027
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8949331675474044
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9728007460366801
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8915138327634442
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9319241529375194
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8683556108175319
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9662729250854833
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9459123406900839
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9477774323904259
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9204227541187442
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9930059061237178
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9588125582841156
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8857631333540565
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9409387628225054
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.873640037301834
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8770593720857942
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8626049114081442
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9939384519738887
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9707802300279764
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9642524090767796
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8562325147653093
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9962698165993161
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8647808517252098
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9709356543363382
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8604289710910786
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9599005284426484
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9134286602424619
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9005284426484302
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.884519738887162
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9058128691327324
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9434255517562947
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9583462853590301
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.965651227852036
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8918246813801679
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9084550823748835
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9518184644078334
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.870065278209512
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9696922598694436
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9288156667702828
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8868511035125893
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9501087970158533
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9838358719303699
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.857320484923842
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9852346907056264
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.915138327634442
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8576313335405658
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9003730183400683
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9190239353434877
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9678271681691016
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.854678271681691
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9550823748834317
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8657133975753808
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9362760335716506
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.95663661796705
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9569474665837737
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.871930369909854
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8744171588436431
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8761268262356232
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.957569163817221
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8741063102269195
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9345663661796705
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8678893378924464
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9914516630400995
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9633198632266087
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9998445756916382
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.919645632576935
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8731737643767485
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9067454149829033
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9825924774634753
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8699098539011502
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8658688218837426
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9014609884986012
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8602735467827168
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9822816288467516
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.976530929437364
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9818153559216661
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9406279142057817
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9794839912962388
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9093876282250544
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9644078333851415
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8793907367112216
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9527510102580043
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9496425240907678
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9339446689462232
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9668946223189306
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8775256450108797
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8674230649673609
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9249300590612372
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8660242461921045
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8943114703139571
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9166925707180603
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9238420889027044
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9393845197388871
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9230649673608953
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8605843953994404
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9940938762822505
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8521914827479018
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8946223189306808
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8753497046938141
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8913584084550824
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.888094497979484
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8762822505439851
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8613615169412496
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8545228473733292
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.934100093254585
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9095430525334163
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9824370531551134
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9751321106621076
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9561703450419645
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9280385452284737
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9766863537457259
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.880012433944669
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8826546471868201
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9463786136151694
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8932235001554243
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9737332918868511
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8661796705004663
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9448243705315511
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.972023624494871
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9721790488032328
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9182468138016786
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8664905191171899
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8882499222878458
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8963319863226609
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9975132110662107
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.979173142679515
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9008392912651538
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8540565744482437
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8669567920422754
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8885607709045695
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8616723655579732
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9866335094808828
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9858563879390737
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9064345663661797
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9090767796083308
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8891824681380168
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9356543363382033
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9979794839912962
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8896487410631023
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8518806341311781
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8758159776188996
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9121852657755672
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9724898974199565
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8879390736711221
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9982903326080199
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9673608952440161
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9815045073049425
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8649362760335717
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9654958035436743
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9225986944358098
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9849238420889027
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9331675474044141
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9692259869443581
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9796394156046005
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9712465029530618
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8938451973888716
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8713086726764065
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9989120298414672
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9426484302144855
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9000621697233447
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9670500466272925
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9309916070873485
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8910475598383587
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9686042897109108
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9533727074914516
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8820329499533727
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9076779608330743
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8812558284115636
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8622940627914206
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8974199564811937
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9880323282561393
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9452906434566366
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9748212620453839
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8584084550823748
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9718682001865092
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8714640969847685
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9993783027665527
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8618277898663351
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9255517562946844
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9681380167858253
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8635374572583152
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9602113770593721
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9925396331986323
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9367423064967361
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8952440161641281
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9171588436431458
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8823437985700964
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9857009636307118
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9263288778364936
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9762200808206404
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9650295306185888
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9684488654025489
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8801678582530308
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9524401616412806
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8888716195212931
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8834317687286292
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9100093254585017
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8929126515387007
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9992228784581909
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9754429592788312
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8685110351258937
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9381411252719926
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9104755983835872
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8995958967982592
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9703139571028909
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8950885918557663
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9606776499844576
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8552999689151384
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9956481193658688
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8697544295927883
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9595896798259248
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8818775256450109
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8703761268262357
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9257071806030464
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8893378924463786
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8632266086415915
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8689773080509792
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9782405968293441
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9342555175629469
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9892757227230339
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9033260801989431
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.970158532794529
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8737954616101958
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8695990052844265
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9236866645943426
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9291265153870065
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9976686353745726
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9536835561081753
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9036369288156668
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9922287845819087
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9415604600559527
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9881877525645011
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8734846129934721
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9429592788312092
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9664283493938451
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9047248989741996
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9740441405035748
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9412496114392291
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8748834317687286
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9266397264532172
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9244637861361517
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9351880634131178
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9637861361516942
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9557040721168791
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9860118122474355
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8817221013366491
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8876282250543985
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8539011501398819
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9114081442337582
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.950419645632577
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9009947155735157
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9423375815977619
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8919801056885297
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9647186820018651
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9802611128380478
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9723344731115946
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8924463786136152
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9600559527510103
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9970469381411253
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.859185576624184
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9435809760646565
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9640969847684178
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9807273857631333
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9797948399129623
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8969536835561082
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8846751631955238
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9995337270749145
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9126515387006527
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9146720547093565
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9917625116568232
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.98554553932235
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.9490208268573205
Mouse embryo: Endoderm/Gut,1,Marker-defined target region,0.8849860118122475
