,Astrocyte,Excitatory neuron,Inhibitory neuron,Neuroblast,Microglia,Oligodendrocyte/OPC
Thalamic excitatory,0.2430939226519337,0.1878453038674033,0.5276243093922652,0.0027624309392265,0.0027624309392265,0.0359116022099447
