method,slide,cell_type,pathway,ES,NES,pval,padj,peak_rank,n_mapped_cells,n_close,n_far,n_exhaustion_genes_used,backend,nperm
CytoSPACE,mel1_rep2_mask_macrophages_route2,CD4 T cells,EcoTyper CD4 T cells CE9,0.7780301003605699,2.523755126437745,0.000999000999000999,0.000999000999000999,2202,1176,603,573,324,python_permutation_gsea,1000
