rank,gene,stat,hit,running_es,CellType
108,ARPC5,0.1666395664215088,False,0.3037098556692913,CD4 T cells
109,PDCD1,0.16658511757850647,False,0.3036394132911566,CD4 T cells
110,LY6E,0.16620475053787231,True,0.3092880892800263,CD4 T cells
111,LDHA,0.1659708023071289,False,0.30921764690189163,CD4 T cells
112,ATP6AP2,0.16591334342956543,False,0.30914720452375694,CD4 T cells
113,C4orf3,0.16548490524291992,False,0.30907676214562224,CD4 T cells
114,PTPN11,0.1650671660900116,False,0.30900631976748755,CD4 T cells
115,GNG5,0.16490918397903442,True,0.3146109643090658,CD4 T cells
116,ZFAND6,0.16401687264442444,False,0.3145405219309311,CD4 T cells
117,FDFT1,0.16385743021965027,False,0.31447007955279643,CD4 T cells
118,YWHAE,0.16378480195999146,False,0.31439963717466174,CD4 T cells
119,CXCR3,0.16373732686042786,True,0.3199644546887523,CD4 T cells
120,CLIC1,0.1633281707763672,True,0.325515366522408,CD4 T cells
121,TWF2,0.16319754719734192,False,0.3254449241442733,CD4 T cells
122,YTHDF2,0.16294479370117188,False,0.3253744817661386,CD4 T cells
123,PRDX5,0.16279828548431396,True,0.33090738478646986,CD4 T cells
124,TUFM,0.1627366542816162,False,0.33083694240833517,CD4 T cells
125,RAB1B,0.1622057557106018,False,0.33076650003020047,CD4 T cells
126,PSMA4,0.16218817234039307,False,0.3306960576520658,CD4 T cells
127,PSMA6,0.16206789016723633,False,0.3306256152739311,CD4 T cells
128,COX5A,0.16185295581817627,True,0.3361263900851143,CD4 T cells
129,VDAC1,0.1606309711933136,True,0.3415856342229149,CD4 T cells
130,CMTM6,0.16042155027389526,False,0.3415151918447802,CD4 T cells
131,NDUFB3,0.15993669629096985,False,0.3414447494666455,CD4 T cells
132,PSMB4,0.15984869003295898,False,0.3413743070885108,CD4 T cells
133,C1orf43,0.15969356894493103,False,0.3413038647103761,CD4 T cells
134,IFI6,0.15932458639144897,True,0.3467187097293871,CD4 T cells
135,ALDOA,0.15920066833496094,False,0.3466482673512524,CD4 T cells
136,APLP2,0.15910615026950836,False,0.34657782497311773,CD4 T cells
137,PSENEN,0.1589200347661972,False,0.34650738259498304,CD4 T cells
138,TMED9,0.15888464450836182,True,0.3519072756397367,CD4 T cells
139,MRPL36,0.15879777073860168,False,0.35183683326160203,CD4 T cells
140,UQCR11,0.15867328643798828,False,0.35176639088346734,CD4 T cells
141,PARK7,0.1584869623184204,True,0.3571527682024054,CD4 T cells
142,HNRNPC,0.15836477279663086,False,0.3570823258242707,CD4 T cells
143,RGS1,0.15786409378051758,True,0.3624475341781648,CD4 T cells
144,PRMT1,0.15751433372497559,False,0.3623770918000301,CD4 T cells
145,PAIP2,0.1574544906616211,False,0.3623066494218954,CD4 T cells
146,PSMC2,0.1574002206325531,False,0.3622362070437607,CD4 T cells
147,IRF2,0.15730571746826172,False,0.362165764665626,CD4 T cells
148,ARPC3,0.1570878028869629,False,0.3620953222874913,CD4 T cells
149,PRDX3,0.15689867734909058,False,0.3620248799093566,CD4 T cells
150,CD59,0.15594631433486938,True,0.36732491013403645,CD4 T cells
151,FABP5,0.15570420026779175,False,0.36725446775590176,CD4 T cells
152,SPPL2A,0.15552246570587158,True,0.3725400929556603,CD4 T cells
153,NGFRAP1,0.1551639884710312,True,0.3778135348589581,CD4 T cells
154,THRAP3,0.15509569644927979,False,0.3777430924808234,CD4 T cells
155,DUSP2,0.1550723910331726,False,0.3776726501026887,CD4 T cells
156,XRCC6,0.15502500534057617,False,0.377602207724554,CD4 T cells
157,MRFAP1,0.15361404418945312,False,0.3775317653464193,CD4 T cells
158,CCT7,0.1531747579574585,False,0.3774613229682846,CD4 T cells
159,RGS10,0.15284407138824463,False,0.3773908805901499,CD4 T cells
160,G3BP1,0.15276020765304565,False,0.3773204382120152,CD4 T cells
161,PCED1B,0.1527404487133026,True,0.38251151309034376,CD4 T cells
162,ELOF1,0.1527222841978073,False,0.38244107071220906,CD4 T cells
163,VPS28,0.15255898237228394,False,0.38237062833407437,CD4 T cells
164,EIF5A,0.1523381471633911,False,0.3823001859559397,CD4 T cells
165,MAPKAPK3,0.1521156132221222,False,0.382229743577805,CD4 T cells
166,CD164,0.151949942111969,False,0.3821593011996703,CD4 T cells
167,PDIA6,0.15188604593276978,True,0.38732133813259956,CD4 T cells
168,LGALS3,0.15161332488059998,True,0.39247410630002083,CD4 T cells
169,TIMMDC1,0.15159405767917633,False,0.39240366392188614,CD4 T cells
170,ROMO1,0.1514902114868164,False,0.39233322154375144,CD4 T cells
171,SNRPF,0.15106850862503052,False,0.39226277916561675,CD4 T cells
172,ATP5G2,0.15055453777313232,False,0.39219233678748205,CD4 T cells
173,PSMD2,0.14979717135429382,False,0.39212189440934736,CD4 T cells
174,BUB3,0.14960455894470215,False,0.39205145203121267,CD4 T cells
175,ADRM1,0.14954030513763428,False,0.39198100965307797,CD4 T cells
176,TFRC,0.1494140326976776,True,0.39705903212938043,CD4 T cells
177,ROCK1,0.1493566632270813,False,0.39698858975124574,CD4 T cells
178,PSMA1,0.14833009243011475,False,0.39691814737311104,CD4 T cells
179,GRB2,0.14821219444274902,False,0.39684770499497635,CD4 T cells
180,ZNF207,0.14814645051956177,False,0.39677726261684165,CD4 T cells
181,PELI1,0.14791086316108704,False,0.39670682023870696,CD4 T cells
182,CCT3,0.14756953716278076,False,0.39663637786057226,CD4 T cells
183,LINC00152,0.14587929844856262,False,0.39656593548243757,CD4 T cells
184,ACTL6A,0.14582684636116028,False,0.3964954931043029,CD4 T cells
185,SSBP1,0.1457061767578125,False,0.3964250507261682,CD4 T cells
186,DEK,0.14563685655593872,False,0.3963546083480335,CD4 T cells
187,GPX1,0.14560890197753906,True,0.40130330870530023,CD4 T cells
188,HNRNPU,0.14505767822265625,False,0.40123286632716554,CD4 T cells
189,UQCRC1,0.14503803849220276,False,0.40116242394903084,CD4 T cells
190,IL2RB,0.14493685960769653,True,0.40608828410717124,CD4 T cells
191,AP2M1,0.1446133553981781,False,0.40601784172903654,CD4 T cells
192,MDH1,0.144500732421875,False,0.40594739935090185,CD4 T cells
193,EXOSC10,0.1444242298603058,False,0.40587695697276716,CD4 T cells
194,CUTA,0.14438247680664062,False,0.40580651459463246,CD4 T cells
195,TOX,0.1443239450454712,True,0.41071154408602195,CD4 T cells
196,HNRNPM,0.14405733346939087,False,0.41064110170788726,CD4 T cells
197,BRK1,0.14404231309890747,True,0.41553655958589564,CD4 T cells
198,API5,0.1439976990222931,False,0.41546611720776094,CD4 T cells
199,NCF4,0.14390859007835388,True,0.4203570303419343,CD4 T cells
200,XRCC5,0.14351558685302734,False,0.4202865879637996,CD4 T cells
201,IFITM2,0.1435028314590454,False,0.4202161455856649,CD4 T cells
202,PSMC1,0.14335304498672485,False,0.4201457032075302,CD4 T cells
203,RABAC1,0.14333689212799072,False,0.4200752608293955,CD4 T cells
204,FERMT3,0.14323419332504272,False,0.4200048184512608,CD4 T cells
205,CAPRIN1,0.14306402206420898,False,0.4199343760731261,CD4 T cells
206,SNX17,0.1426728367805481,False,0.4198639336949914,CD4 T cells
207,GHITM,0.14181464910507202,False,0.4197934913168567,CD4 T cells
208,SNRPD3,0.14170151948928833,False,0.41972304893872203,CD4 T cells
209,PSMD1,0.14160236716270447,False,0.41965260656058734,CD4 T cells
210,SEC11A,0.14103776216506958,True,0.4244459510232909,CD4 T cells
211,SKP1,0.14051437377929688,False,0.4243755086451562,CD4 T cells
212,PUF60,0.14005398750305176,False,0.4243050662670215,CD4 T cells
213,CHTF8,0.13947907090187073,False,0.42423462388888683,CD4 T cells
214,CCDC167,0.13930046558380127,False,0.42416418151075214,CD4 T cells
215,MRPL51,0.13911724090576172,False,0.42409373913261744,CD4 T cells
216,CTR9,0.13864313066005707,False,0.42402329675448275,CD4 T cells
217,GBP2,0.13863050937652588,True,0.4287348277252026,CD4 T cells
218,TERF2IP,0.13851869106292725,False,0.4286643853470679,CD4 T cells
219,TMEM30A,0.13825887441635132,False,0.4285939429689332,CD4 T cells
220,HMGA1,0.137788325548172,False,0.4285235005907985,CD4 T cells
221,CSNK2B,0.1377347707748413,False,0.42845305821266383,CD4 T cells
222,SUCLG1,0.13764047622680664,False,0.42838261583452913,CD4 T cells
223,LSM1,0.13706713914871216,False,0.42831217345639444,CD4 T cells
224,SEPT2,0.1369863748550415,False,0.42824173107825975,CD4 T cells
225,GGA3,0.13688966631889343,False,0.42817128870012505,CD4 T cells
226,DUSP10,0.1368880271911621,True,0.4328235992379172,CD4 T cells
227,HAX1,0.13653641939163208,False,0.4327531568597825,CD4 T cells
228,ITGA4,0.13628023862838745,False,0.4326827144816478,CD4 T cells
229,STIP1,0.13617432117462158,False,0.4326122721035131,CD4 T cells
230,MRPL37,0.13587382435798645,False,0.4325418297253784,CD4 T cells
231,ECH1,0.1357683539390564,False,0.4324713873472437,CD4 T cells
232,NAA10,0.1356775462627411,False,0.432400944969109,CD4 T cells
233,CAPZA1,0.1352924108505249,False,0.43233050259097433,CD4 T cells
234,EIF1B,0.13508236408233643,False,0.43226006021283964,CD4 T cells
235,BANF1,0.13503426313400269,False,0.43218961783470494,CD4 T cells
236,DNAJC9,0.1349526345729828,False,0.43211917545657025,CD4 T cells
237,SIRPG,0.13480544090270996,True,0.4367007066987992,CD4 T cells
238,ETFB,0.13474440574645996,False,0.4366302643206645,CD4 T cells
239,CALM2,0.134635329246521,False,0.4365598219425298,CD4 T cells
240,IP6K2,0.13446000218391418,False,0.4364893795643951,CD4 T cells
241,DAZAP2,0.13436710834503174,False,0.4364189371862604,CD4 T cells
242,NDUFB5,0.13431063294410706,False,0.4363484948081257,CD4 T cells
243,IL27RA,0.1342119574546814,False,0.436278052429991,CD4 T cells
244,DBNL,0.13350838422775269,False,0.4362076100518563,CD4 T cells
245,MYD88,0.13335850834846497,False,0.4361371676737216,CD4 T cells
246,ZC3H15,0.13331621885299683,False,0.43606672529558693,CD4 T cells
247,MAP2K3,0.13328102231025696,True,0.4405964472683918,CD4 T cells
248,PRPSAP2,0.13323144614696503,False,0.4405260048902571,CD4 T cells
249,PRF1,0.13321903347969055,True,0.445053620095249,CD4 T cells
250,TXN,0.13309234380722046,True,0.4495769295935231,CD4 T cells
251,GNG2,0.1329823136329651,False,0.4495064872153884,CD4 T cells
252,NADSYN1,0.13281098008155823,False,0.4494360448372537,CD4 T cells
253,CLTA,0.13267436623573303,False,0.449365602459119,CD4 T cells
254,RER1,0.13223552703857422,False,0.4492951600809843,CD4 T cells
255,TNFRSF1B,0.1320101022720337,True,0.4537816882492772,CD4 T cells
256,FBXO7,0.13200008869171143,False,0.45371124587114253,CD4 T cells
257,MRPS24,0.13189664483070374,False,0.45364080349300784,CD4 T cells
258,STRA13,0.1318366974592209,False,0.45357036111487314,CD4 T cells
259,ACTR3,0.13160324096679688,False,0.45349991873673845,CD4 T cells
260,C17orf49,0.13146793842315674,False,0.45342947635860376,CD4 T cells
261,NDUFB4,0.13141918182373047,False,0.45335903398046906,CD4 T cells
262,NEDD8,0.13140124082565308,False,0.45328859160233437,CD4 T cells
263,PSMG3,0.1312141716480255,False,0.4532181492241997,CD4 T cells
264,CD63,0.1309625208377838,True,0.4576690740293223,CD4 T cells
265,ATP5B,0.13094621896743774,False,0.4575986316511876,CD4 T cells
266,CKLF,0.13079845905303955,True,0.4620439806116898,CD4 T cells
267,GAPDH,0.13055169582366943,True,0.46648094301570564,CD4 T cells
268,ITGB1BP1,0.13054369390010834,False,0.46641050063757095,CD4 T cells
269,METAP2,0.1303553581237793,False,0.46634005825943625,CD4 T cells
270,NDUFS8,0.13009905815124512,False,0.46626961588130156,CD4 T cells
271,RHOC,0.13004565238952637,True,0.4706893797673057,CD4 T cells
272,SIT1,0.13001054525375366,True,0.4751079504934619,CD4 T cells
273,NUBP2,0.1299443244934082,False,0.4750375081153272,CD4 T cells
274,MIIP,0.1297280490398407,False,0.4749670657371925,CD4 T cells
275,SAP18,0.1297069787979126,False,0.4748966233590578,CD4 T cells
276,ATRAID,0.12965300679206848,False,0.4748261809809231,CD4 T cells
277,LMAN2,0.12962758541107178,False,0.4747557386027884,CD4 T cells
278,PJA2,0.12940162420272827,False,0.4746852962246537,CD4 T cells
279,SDF4,0.1293250024318695,False,0.474614853846519,CD4 T cells
280,ZMAT2,0.12910184264183044,False,0.47454441146838433,CD4 T cells
281,DCTN3,0.129071444272995,False,0.47447396909024964,CD4 T cells
282,ADAM10,0.12860721349716187,False,0.47440352671211494,CD4 T cells
283,PSMA2,0.1282491683959961,False,0.47433308433398025,CD4 T cells
284,WDR1,0.12820643186569214,True,0.4786903400138254,CD4 T cells
285,EBP,0.1281820833683014,False,0.4786198976356907,CD4 T cells
286,DNAJA2,0.12788724899291992,False,0.478549455257556,CD4 T cells
287,EMC4,0.12787678837776184,False,0.4784790128794213,CD4 T cells
288,RANBP1,0.12693065404891968,True,0.48279290965708455,CD4 T cells
289,EBNA1BP2,0.12664097547531128,False,0.48272246727894985,CD4 T cells
290,EIF4E,0.12661948800086975,False,0.48265202490081516,CD4 T cells
291,SRP19,0.12639844417572021,False,0.48258158252268046,CD4 T cells
292,PDHB,0.12579703330993652,False,0.48251114014454577,CD4 T cells
293,PTRHD1,0.12567001581192017,False,0.4824406977664111,CD4 T cells
294,AP2S1,0.12560120224952698,False,0.4823702553882764,CD4 T cells
295,TM9SF2,0.1255151629447937,False,0.4822998130101417,CD4 T cells
296,ARPC5L,0.1251785159111023,False,0.482229370632007,CD4 T cells
297,KCNAB2,0.12517493963241577,False,0.4821589282538723,CD4 T cells
298,CHMP5,0.12505945563316345,False,0.4820884858757376,CD4 T cells
299,P4HB,0.1250464916229248,False,0.4820180434976029,CD4 T cells
300,CHMP1A,0.12500780820846558,False,0.4819476011194682,CD4 T cells
301,HK1,0.12494480609893799,False,0.4818771587413335,CD4 T cells
302,UROD,0.12490320205688477,False,0.48180671636319883,CD4 T cells
303,MVP,0.1247597336769104,False,0.48173627398506413,CD4 T cells
304,ATP5D,0.1245185136795044,False,0.48166583160692944,CD4 T cells
305,NOL11,0.12450429797172546,False,0.48159538922879475,CD4 T cells
306,RNASEK,0.12427777051925659,False,0.48152494685066005,CD4 T cells
307,SHMT2,0.12427298724651337,False,0.48145450447252536,CD4 T cells
308,ACP1,0.12416377663612366,False,0.48138406209439066,CD4 T cells
309,TMX4,0.12411417067050934,False,0.48131361971625597,CD4 T cells
310,PAM,0.12381593883037567,False,0.4812431773381213,CD4 T cells
311,CDK2AP2,0.12381049990653992,False,0.4811727349599866,CD4 T cells
312,SRPK1,0.12353092432022095,False,0.4811022925818519,CD4 T cells
313,TMEM208,0.12335266172885895,False,0.4810318502037172,CD4 T cells
314,POMP,0.12304043769836426,True,0.4852135331209476,CD4 T cells
315,TUBB,0.1229744553565979,False,0.4851430907428129,CD4 T cells
316,ARF4,0.12296187877655029,False,0.4850726483646782,CD4 T cells
317,NDUFA1,0.12287229299545288,False,0.48500220598654353,CD4 T cells
318,TUBA4A,0.12287068367004395,False,0.48493176360840884,CD4 T cells
319,RAP1A,0.12277588248252869,False,0.48486132123027414,CD4 T cells
320,PTTG1,0.12271280586719513,True,0.48903186917060454,CD4 T cells
321,SYNCRIP,0.12262800335884094,False,0.48896142679246984,CD4 T cells
322,ANP32E,0.12244480848312378,False,0.48889098441433515,CD4 T cells
323,CHMP2A,0.12239864468574524,True,0.49305085519461717,CD4 T cells
324,PRDX1,0.12239068746566772,True,0.4972104555388386,CD4 T cells
325,CD38,0.12234454602003098,False,0.4971400131607039,CD4 T cells
326,SLC3A2,0.12233513593673706,True,0.5012977255168467,CD4 T cells
327,CXCR6,0.1222829520702362,True,0.505453664339124,CD4 T cells
328,PSPC1,0.12223386764526367,False,0.5053832219609893,CD4 T cells
329,GSTO1,0.122229665517807,False,0.5053127795828546,CD4 T cells
330,RHOG,0.12206053733825684,True,0.5094611593627336,CD4 T cells
331,NOL7,0.12199774384498596,False,0.5093907169845989,CD4 T cells
332,PEF1,0.12169092893600464,False,0.5093202746064642,CD4 T cells
333,NDUFS2,0.12167161703109741,False,0.5092498322283295,CD4 T cells
334,LSP1,0.12165200710296631,True,0.5133843275980257,CD4 T cells
335,GARS,0.12145525217056274,False,0.513313885219891,CD4 T cells
336,ELOVL5,0.12107229232788086,False,0.5132434428417563,CD4 T cells
337,DNAJC8,0.12084746360778809,False,0.5131730004636216,CD4 T cells
338,LAPTM4A,0.12069645524024963,True,0.5172750202100543,CD4 T cells
339,PSMD13,0.12067100405693054,False,0.5172045778319196,CD4 T cells
340,EIF3G,0.12053608894348145,False,0.517134135453785,CD4 T cells
341,SF3B5,0.12053319811820984,False,0.5170636930756503,CD4 T cells
342,WNK1,0.12015098333358765,False,0.5169932506975156,CD4 T cells
343,DPY30,0.12014791369438171,False,0.5169228083193809,CD4 T cells
344,TSPAN5,0.12010525912046432,False,0.5168523659412462,CD4 T cells
345,ARPC1B,0.11981487274169922,True,0.5209244240056232,CD4 T cells
346,RHOA,0.11977458000183105,True,0.5249951126709218,CD4 T cells
347,NECAP2,0.11959004402160645,False,0.5249246702927871,CD4 T cells
348,CBR1,0.11953114718198776,False,0.5248542279146524,CD4 T cells
349,CCDC12,0.11949524283409119,False,0.5247837855365177,CD4 T cells
350,DGUOK,0.11937934160232544,False,0.524713343158383,CD4 T cells
351,MYEOV2,0.11927607655525208,False,0.5246429007802483,CD4 T cells
352,NDUFA6,0.11927425861358643,False,0.5245724584021136,CD4 T cells
353,SQSTM1,0.11921930313110352,False,0.524502016023979,CD4 T cells
354,CCND2,0.11920058727264404,True,0.5285531968296245,CD4 T cells
355,TALDO1,0.11910945177078247,False,0.5284827544514898,CD4 T cells
356,NDUFS7,0.11910250782966614,False,0.5284123120733552,CD4 T cells
357,PPP2CA,0.11908411979675293,False,0.5283418696952205,CD4 T cells
358,DUT,0.11897557973861694,False,0.5282714273170858,CD4 T cells
359,NUDT5,0.11892202496528625,False,0.5282009849389511,CD4 T cells
360,MAP1S,0.11888948082923889,False,0.5281305425608164,CD4 T cells
361,MIEN1,0.11878368258476257,False,0.5280601001826817,CD4 T cells
362,PSMD14,0.11878086626529694,False,0.527989657804547,CD4 T cells
363,TSPAN17,0.1186932846903801,False,0.5279192154264123,CD4 T cells
364,MAGOH,0.11861124634742737,False,0.5278487730482776,CD4 T cells
365,MAT2A,0.11841726303100586,False,0.5277783306701429,CD4 T cells
366,NDUFB6,0.11808192729949951,False,0.5277078882920082,CD4 T cells
367,IFITM3,0.11807525157928467,False,0.5276374459138735,CD4 T cells
368,KPNA2,0.11806163191795349,False,0.5275670035357388,CD4 T cells
369,SUMO1,0.11801004409790039,False,0.5274965611576041,CD4 T cells
370,C5orf15,0.11785292625427246,False,0.5274261187794694,CD4 T cells
371,IRF9,0.11765491962432861,False,0.5273556764013347,CD4 T cells
372,GSS,0.11745861172676086,False,0.5272852340232,CD4 T cells
373,CRKL,0.11730718612670898,False,0.5272147916450654,CD4 T cells
374,SRSF11,0.11721920967102051,False,0.5271443492669307,CD4 T cells
375,SNRPC,0.117194265127182,False,0.527073906888796,CD4 T cells
376,BOLA3,0.11718504130840302,False,0.5270034645106613,CD4 T cells
377,PDE6D,0.11699096858501434,False,0.5269330221325266,CD4 T cells
378,CTTN,0.11696942150592804,False,0.5268625797543919,CD4 T cells
379,VPS29,0.1168944239616394,False,0.5267921373762572,CD4 T cells
380,CERS5,0.11687299609184265,False,0.5267216949981225,CD4 T cells
381,CD97,0.11682873964309692,False,0.5266512526199878,CD4 T cells
382,CD4,0.11677563190460205,True,0.53062001828938,CD4 T cells
383,PSMB6,0.11674761772155762,False,0.5305495759112453,CD4 T cells
384,IDH3B,0.11666613817214966,False,0.5304791335331106,CD4 T cells
385,ADIPOR1,0.11665695905685425,False,0.5304086911549759,CD4 T cells
386,GABARAPL2,0.1164255142211914,True,0.5343655576377013,CD4 T cells
387,PIM3,0.11624953150749207,True,0.53831644312815,CD4 T cells
388,WBP11,0.11622124910354614,False,0.5382460007500153,CD4 T cells
389,LAT,0.1160726547241211,False,0.5381755583718806,CD4 T cells
390,PEBP1,0.11603528261184692,False,0.5381051159937459,CD4 T cells
