group,sample,full_stage3ab_score,full_stage3ab_blank_spots,old_stage3b_only_score,old_blank_spots,score_change,old_blank_precision,old_blank_recall,new_blank_precision,new_blank_recall,old_filter_mode,old_n_filtered,new_filter_mode,new_n_filtered,stage3a_detected_labels
real_brca,real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10,0.7687226454301151,382,0.7687226454301151,382,0.0,1.0,0.9947916666666666,1.0,0.9947916666666666,none,0,none,0,
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,0.67877292556333,382,0.6345513977965697,382,0.04422152776676036,1.0,0.9947916666666666,1.0,0.9947916666666666,none,0,plugin_unknown,500,Epithelial cells
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,0.518617997117555,382,0.4947008363565825,382,0.023917160760972445,1.0,0.9947916666666666,1.0,0.9947916666666666,none,0,plugin_unknown,500,Epithelial cells
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,0.5893700046522459,205,0.5893700046522459,205,0.0,0.6829268292682927,0.36363636363636365,0.6829268292682927,0.36363636363636365,none,0,none,0,
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,0.4801586334676809,22,0.4801586334676809,22,0.0,0.8636363636363636,0.04785894206549118,0.8636363636363636,0.04785894206549118,none,0,plugin_unknown,0,
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,0.4057079407229104,8,0.359835393278573,8,0.045872547444337386,0.625,0.012594458438287154,0.625,0.012594458438287154,none,0,plugin_unknown,2779,AT2
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,0.8267408322243007,2914,0.8267408322243007,2914,0.0,0.9749485243651338,0.9957939011566772,0.9749485243651338,0.9957939011566772,none,0,none,0,
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,0.8569817962803802,2902,0.7889388054725731,2902,0.06804299080780707,0.9793246037215714,0.9961444093936207,0.9793246037215714,0.9961444093936207,none,0,plugin_unknown,1000,Micro
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,0.772269565986357,3042,0.6547265456696717,3042,0.11754302031668529,0.9372123602892833,0.9992989835261129,0.9372123602892833,0.9992989835261129,none,0,plugin_unknown,2000,Micro;Oligo_2
