removed_st_only_type,Astrocyte,Excitatory neuron,Inhibitory neuron,Neuroblast,Microglia,Oligodendrocyte/OPC
Thalamic excitatory,0.6627876162966545,0.9103537397324352,0.9222481917383116,0.8040861083789654,0.5412208720968009,0.648135856988221
