curve_order,precision,recall,threshold
378,0.08675496688741721,0.9776119402985075,0.2797593659628166
379,0.08681245858184228,0.9776119402985075,0.2798351297292587
380,0.08687002652519894,0.9776119402985075,0.2799564962645383
381,0.0869276708692767,0.9776119402985075,0.2809031680752064
382,0.08698539176626827,0.9776119402985075,0.2810378769839433
383,0.08704318936877077,0.9776119402985075,0.281076207441762
384,0.08710106382978723,0.9776119402985075,0.2811842038793944
385,0.08715901530272788,0.9776119402985075,0.2812426595971257
386,0.08721704394141146,0.9776119402985075,0.2816411231694283
387,0.08727514990006663,0.9776119402985075,0.2818886341640106
388,0.08733333333333333,0.9776119402985075,0.2819605124749323
389,0.08739159439626418,0.9776119402985075,0.2819925745513276
390,0.08744993324432576,0.9776119402985075,0.2825139626425806
391,0.08750835003340013,0.9776119402985075,0.2829201228492555
392,0.0875668449197861,0.9776119402985075,0.2829236850447366
393,0.08762541806020067,0.9776119402985075,0.2830137426188406
394,0.08768406961178045,0.9776119402985075,0.2832558156152998
395,0.08774279973208306,0.9776119402985075,0.2834600828201785
396,0.08780160857908847,0.9776119402985075,0.2837536835265283
397,0.08786049631120053,0.9776119402985075,0.2838402134388116
398,0.08791946308724832,0.9776119402985075,0.28402981309914
399,0.08797850906648758,0.9776119402985075,0.2840368296527269
400,0.08803763440860216,0.9776119402985075,0.2843855766827735
401,0.08809683927370544,0.9776119402985075,0.2844954112339207
402,0.08815612382234186,0.9776119402985075,0.2846603094972779
403,0.08821548821548822,0.9776119402985075,0.2847430385247655
404,0.08827493261455525,0.9776119402985075,0.2850602420703957
405,0.08833445718138908,0.9776119402985075,0.285317763424607
406,0.0883940620782726,0.9776119402985075,0.2853441539279915
407,0.08845374746792707,0.9776119402985075,0.2854705429800874
408,0.08851351351351351,0.9776119402985075,0.2857389183639116
409,0.08857336037863421,0.9776119402985075,0.28576191855871
410,0.08863328822733424,0.9776119402985075,0.285791727766419
411,0.08869329722410291,0.9776119402985075,0.2860602592652985
412,0.08875338753387534,0.9776119402985075,0.286400040436855
413,0.0888135593220339,0.9776119402985075,0.2864803752790749
414,0.08887381275440977,0.9776119402985075,0.2866063213791322
415,0.08893414799728445,0.9776119402985075,0.2866734954223988
416,0.08899456521739131,0.9776119402985075,0.2867417290449267
417,0.08905506458191706,0.9776119402985075,0.2868278441683852
418,0.0891156462585034,0.9776119402985075,0.2868452195085305
419,0.08917631041524847,0.9776119402985075,0.2869268638928343
420,0.08923705722070845,0.9776119402985075,0.2869671729354494
421,0.08929788684389911,0.9776119402985075,0.2873207444162935
422,0.08935879945429741,0.9776119402985075,0.2874889732465887
423,0.089419795221843,0.9776119402985075,0.2875549359945401
424,0.08948087431693989,0.9776119402985075,0.2875925505676449
425,0.08954203691045796,0.9776119402985075,0.2878775666098015
426,0.08960328317373462,0.9776119402985075,0.2880870921053809
427,0.08966461327857632,0.9776119402985075,0.2885045226400075
428,0.08972602739726028,0.9776119402985075,0.288670654135316
429,0.08978752570253598,0.9776119402985075,0.2886905540462229
430,0.08984910836762688,0.9776119402985075,0.2894382975211318
431,0.08991077556623199,0.9776119402985075,0.2894978968521163
432,0.08997252747252747,0.9776119402985075,0.2898726993016739
433,0.09003436426116838,0.9776119402985075,0.2898894975021269
434,0.09009628610729023,0.9776119402985075,0.2900761820154025
435,0.09015829318651067,0.9776119402985075,0.2902229682502935
436,0.09022038567493113,0.9776119402985075,0.2903939438540024
437,0.09028256374913853,0.9776119402985075,0.2906818406156249
438,0.09034482758620689,0.9776119402985075,0.2910339363699016
439,0.0904071773636991,0.9776119402985075,0.2910660574771038
440,0.09046961325966851,0.9776119402985075,0.2914003458718047
441,0.09053213545266067,0.9776119402985075,0.2923761618763185
442,0.09059474412171507,0.9776119402985075,0.2924589466652372
443,0.09065743944636678,0.9776119402985075,0.2924882963660066
444,0.0907202216066482,0.9776119402985075,0.2929147467343747
445,0.09078309078309078,0.9776119402985075,0.2930624147133825
446,0.09084604715672677,0.9776119402985075,0.2930870054731433
447,0.09090909090909091,0.9776119402985075,0.2931691326006643
448,0.09097222222222222,0.9776119402985075,0.2932266615987576
449,0.09103544127866574,0.9776119402985075,0.293516227668423
450,0.09109874826147427,0.9776119402985075,0.2935848582903148
451,0.09116214335421016,0.9776119402985075,0.2938954216792164
452,0.09122562674094707,0.9776119402985075,0.2946793109269292
453,0.09128919860627177,0.9776119402985075,0.2947436881703333
454,0.09135285913528592,0.9776119402985075,0.2948254217635195
455,0.09141660851360782,0.9776119402985075,0.2954167322714504
