threshold_label,scenes,mean_target_associated_fraction,median_target_associated_fraction,mean_inside_fraction,mean_near_fraction,mean_outside_fraction,mean_core_recall
top10,6,0.897205747182486,0.8961212001579155,0.6816867358485722,0.21551901133391382,0.10279425281751396,0.7259564721129111
top15,6,0.9378788928020545,0.9558630235198057,0.8128047534652274,0.1250741393368271,0.06212110719794555,0.5778172145470254
top20,6,0.947908128708603,0.9634755939696891,0.8731868857079027,0.07472124300070017,0.05209187129139705,0.46436483416018687
top25,6,0.9566669710114991,0.9733485352398781,0.8976827530533719,0.05898421795812723,0.04333302898850091,0.38235490190708704
