group,sample,condition,stage3_summary_path,detected_unsupported_types,n_cells_marked_unknown,expected_types_audit_only,detection_status,n_cells_before,n_cells_after,stage4_filter_mode,stage4_filter_scope,stage4_cell_type_column,n_filtered,truth_filter_enabled,oracle_only_filtered_missing,forced_stage3_outputs_written,stage3_relabel_path,stage3_relabel_sha256,stage4_summary_path,stage4_summary_sha256,execution_log
real_brca,real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10,control,V:\result\simulation_experiments\real_brca\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,,0,,not_applicable_control,2812,2812,none,unsupported_all,sc_meta,0,False,0,not_available,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,5fefd921c2a3d5659e8d52e046c6c2ca6ab1f0ac2c72e8fdace95d94d51cfc5a,V:\result\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,d29d7e94fb72a4b3c9db96ef787e63fe4c34a00241d2ff0d4a5088532edfcfab,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\real_brca7_endothelial_marker_control_sc_missing_endothelial_cells_scnoise10_stage3a.log
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10,single_missing,V:\result\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,Epithelial cells,500,Epithelial cells,detected,2812,2312,plugin_unknown,unsupported_all,plugin_type,500,False,500,not_available,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,04244a6acfbfaf555f8ad3282899b65ea1e6adfd25ddffb3f940d40e33aa8dcb,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,b4a36dd0f664ab1b7243846c52f6c6b5b06bfeb4b0b5b02965c937ccb5c246dd,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\real_brca7_endothelial_marker_missing_epithelial_cells_sc_missing_endothelial_cells_scnoise10_stage3a.log
real_brca,real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10,double_missing,V:\result\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,Epithelial cells,500,Epithelial cells;PCs,partial_detection,2812,2312,plugin_unknown,unsupported_all,plugin_type,500,False,991,not_available,V:\data\processed\simulation_experiments\real_brca\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,b8444a862431477725ba30f60a8ff8254c96412a275a721a9754f2a3afab1ef5,V:\result\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,af5d02627a7f9ca8e0af1a4825a3b41a50621507030bb85e2c18baae55d88b4b,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\real_brca7_endothelial_marker_missing_epithelial_cells_pcs_sc_missing_endothelial_cells_scnoise10_stage3a.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10,control,V:\result\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,,0,,not_applicable_control,13186,13186,none,unsupported_all,sc_meta,0,False,0,not_available,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,893251e86c8c928f49c5775e53d965df526ed8d8efc88cb0571f1f112666da6d,V:\result\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,b0636b757fe2f4e29b28fdb5f3f31c12f60fb71d442b0a2cc5a8747ff5438e9c,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_sc_missing_b_cell_scnoise10_stage3a.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10,single_missing,V:\result\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,,0,AT2,detection_failure,13186,13186,plugin_unknown,unsupported_all,plugin_type,0,False,2779,not_available,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,7eacc1b6c0704b1cccfdfe6bd380c8f33e5e188937e53fff35a61c9159dd070b,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,04813b75bcb3faa74d5a50171a26c65baeaf020540de1014dcd981744c6b9411,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_missing_at2_sc_missing_b_cell_scnoise10_stage3a.log
human_lung_5loc,human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10,double_missing,V:\result\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,AT2,2779,AT2;Fibroblast,partial_detection,13186,10407,plugin_unknown,unsupported_all,plugin_type,2779,False,3091,not_available,V:\data\processed\simulation_experiments\human_lung_5loc\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,67f4124ef03da0c9a4bbd0924097683eb11ce1ea418f1c460e7c9161d6e94134,V:\result\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,714778ca32acfadc6a04f0dac185c4a030b40ab8526cfa9b941a1c4e92ed4f81,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\human_lung_5loc_fine9_clustered_sim_missing_at2_fibroblast_sc_missing_b_cell_scnoise10_stage3a.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10,control,V:\result\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,,0,,not_applicable_control,5112,5112,none,unsupported_all,sc_meta,0,False,0,not_available,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,a302d8682f3b86e3771b33ba1e37f3d5bc224e59d23ca171bbee50a30c017b49,V:\result\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,5035822a94b8ceb998e0d294afc99fd73f89b8a72ef74851a0ab5a9960644154,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_sc_missing_ext_l56_scnoise10_stage3a.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,single_missing,V:\result\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,Micro,1000,Micro,detected,5112,4112,plugin_unknown,unsupported_all,plugin_type,1000,False,0,not_available,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,858f37839f000a5fd7ad70a8fb2a2579e37a3d2b0ef05612e58bee898476d15a,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,3d6531d76bf852676396712f44044b405b599e48cd41844d201daf3254e688e1,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_missing_micro_fill_inh_pvalb_sc_missing_ext_l56_scnoise10_stage3a.log
mouse_brain_refined,mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10,double_missing,V:\result\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage3_typematch_scnoise10_stage3ab_full\stage3_summary.json,Micro;Oligo_2,2000,Micro;Oligo_2,detected,5112,3112,plugin_unknown,unsupported_all,plugin_type,2000,False,0,not_available,V:\data\processed\simulation_experiments\mouse_brain_refined\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage3_typematch_scnoise10_stage3ab_full\cell_type_relabel.csv,75080a2d3d609b188714f76967234903d9da470051e1846416458400ac1d96c6,V:\result\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10\stage4_cytospace_scnoise10_stage3ab_full\cytospace_output\stage4_summary.json,ce5a4dc787814b2ccbe0e04cfbc3ac713bcb742369e5203db6d19021b158495a,V:\visualizations\method_comparison\composite_scnoise10_stage3ab_full\execution_logs\mouse_brain_refined7_balanced_clustered_sim_missing_micro_oligo_2_fill_inh_pvalb_sc_missing_ext_l56_scnoise10_stage3a.log
