umap_1,umap_2,subcluster
-1.868057,3.8236449,4
1.3268329,1.3468014,1
5.335285,0.23350953,0
-5.2752795,4.9867616,4
6.028865,-4.362833,2
6.5820603,0.26189652,0
6.418539,-1.7107644,2
4.637962,-2.1446416,0
7.508389,-1.767976,2
10.159655,-3.8220947,3
1.8528574,2.6554067,1
6.350009,-3.7214892,2
0.21896489,2.352518,4
6.7104173,-3.9733038,2
9.199817,-3.715882,3
-1.3856473,2.6926856,4
9.164805,-2.936725,3
1.9008588,-1.5821866,1
5.9969134,-0.83924824,0
5.3400474,-1.2611091,0
4.2783957,-1.9571422,0
8.804587,-1.6197811,2
7.6745167,-2.4133155,2
7.998091,-3.367253,2
10.859503,-2.7374198,3
3.04703,-1.0171098,0
11.3343,-2.201552,3
7.5698376,-4.5012345,2
3.5735445,1.7627319,1
7.2578287,-3.8625908,2
3.8075008,0.9860627,1
6.399407,-2.152951,2
9.009475,-2.8435736,3
6.350726,-2.1021726,2
-1.9179729,3.971191,4
5.5362806,-1.6885387,2
7.0544643,-2.0888736,2
7.566331,-4.545434,2
2.41762,-0.95414174,1
11.260722,-4.0687466,3
3.4716668,1.5865332,1
2.0856504,0.9573398,1
8.05866,-1.4019475,2
3.111958,0.286149,1
9.184071,-4.3291883,3
4.353663,0.55300623,0
9.931329,-2.0615284,3
6.2524047,-2.7716482,2
12.687197,-2.0814428,3
11.800906,-4.658639,3
3.214271,-0.29855657,1
5.6931434,-4.2004232,0
5.6661754,-0.9922523,0
-0.086120605,3.2847145,4
4.7235312,-3.683552,0
-1.3799616,4.218641,4
3.0023985,0.6261019,1
3.774969,1.1912681,1
2.0549767,-0.95584816,1
3.1078742,2.0880966,1
11.761724,-2.996509,3
5.044098,-4.162114,0
1.822565,2.4040897,1
1.9980116,-0.51155597,1
4.135704,-2.514275,0
8.5872345,-3.2898097,3
1.8692578,-1.4634014,1
8.327456,-2.0609066,2
6.364919,0.10545576,0
5.0764227,0.20756295,0
2.698584,1.9165593,1
3.5419126,-0.36820507,0
5.060331,-3.457169,0
-0.7187437,3.010143,4
3.7750125,0.44841194,0
8.623324,-2.3916318,3
-2.1509354,4.14573,4
2.7890315,1.0569224,1
4.707933,-4.0245795,0
6.8246045,-3.886574,2
11.94026,-4.513039,3
3.8817732,-2.0220685,0
8.686715,-2.371767,2
11.02387,-4.5169816,3
8.054902,-4.1708283,2
3.5428565,0.2900943,1
2.4940584,-2.1082048,0
7.516344,-4.255247,2
-0.19129783,3.5972288,4
11.634775,-2.3974676,3
5.966704,-2.5543184,2
4.8008466,-2.1250668,0
5.2837706,-2.097349,0
0.5269258,1.4047085,1
5.6378865,-1.7331264,0
12.60979,-2.5270708,3
3.9234385,1.8668432,1
9.733164,-3.7168982,3
-3.3712938,4.704771,4
0.93335164,2.7184718,4
5.81864,-2.1432953,2
5.569167,-3.256121,2
3.6937585,-1.8796948,0
8.393846,-2.6221182,2
7.0403123,-2.6131268,2
3.9844565,0.7052676,0
4.132814,-2.4963353,0
3.038245,1.3954157,1
5.0273366,0.63916975,0
4.150766,-2.2656488,0
6.5180764,0.8196229,0
12.011675,-2.850646,3
6.4778805,-1.3084244,2
4.294502,-3.6050875,0
-1.9622685,4.180102,4
7.078234,-0.9647292,2
0.7453552,3.416479,4
4.0284534,-2.475958,0
7.285297,-0.28313932,0
-1.1342103,3.5362484,4
7.9297833,-1.1821774,2
7.3603253,-2.011537,2
-0.39972827,3.3541598,4
4.3660784,0.54884225,0
2.642126,-1.6705492,0
2.980811,1.8913286,1
7.168547,-4.0663323,2
5.1969066,-2.4523911,0
9.874998,-1.481449,3
3.0273838,2.6848898,1
2.389037,-1.9655441,0
1.6309631,0.50141495,1
5.902865,-0.41446814,0
5.585586,-3.004222,0
7.6687903,-2.6327815,2
-1.9573864,3.9287221,4
12.957996,-2.9798527,3
7.9527187,-3.7087245,2
10.211085,-3.8185675,3
9.363776,-3.1616359,3
2.6756845,-1.129518,1
2.9768522,-1.7876933,0
3.4518805,-0.6278373,0
11.486369,-2.5880737,3
-3.1194913,4.725663,4
4.3441434,0.25946274,0
4.404403,-3.713761,0
8.137634,-2.4048748,2
3.882907,0.30231053,1
3.7084758,-0.23504083,0
4.619103,-0.71154326,0
1.7583371,0.43540698,1
4.448684,-1.1354642,0
9.233007,-3.338006,3
2.4545474,2.071163,1
-0.48331276,3.176404,4
-2.4165552,4.3651376,4
7.9850183,-2.3854105,2
5.568002,-2.2859802,2
1.3476126,2.3930297,1
0.9909041,1.8117598,1
4.585283,-1.5474495,0
2.5292068,-0.28259042,1
5.302635,-0.39766216,0
0.18801904,3.6906025,4
11.92898,-2.1231189,3
6.983505,-4.2180643,2
4.4518867,1.0360041,0
7.336332,-1.9143705,2
-0.943401,2.818281,4
7.816266,-2.052024,2
2.360288,2.8166656,1
2.9741771,-2.0823987,0
9.101841,-1.8502989,3
3.0397363,0.47598925,1
2.7425127,2.8693976,1
2.6952376,-0.53489196,1
8.343268,-0.8330732,2
7.570655,-1.6466099,2
9.653866,-2.6630602,3
5.0913754,-2.3024273,0
11.5111265,-1.8841615,3
8.967618,-2.4430592,3
12.078677,-4.555167,3
7.221333,-1.6710252,2
0.65381145,1.5691525,1
0.7944125,1.8496014,1
2.7328165,1.756493,1
1.8725791,0.82842934,1
6.317156,-2.6644654,2
5.291565,0.02097691,0
10.533961,-4.746706,3
6.290483,-0.53586507,0
7.2156587,-0.924714,2
7.8019133,-3.948167,2
3.8866115,-0.8539086,0
2.584563,1.4978421,1
5.943829,0.7270003,0
8.867833,-2.5941253,2
3.9097052,-0.23385568,0
-2.8487594,4.492394,4
0.827925,3.079972,4
9.748169,-3.431687,3
2.183436,1.2752764,1
3.6422913,1.0369116,1
1.0310845,3.0521712,4
11.731532,-4.500439,3
4.810726,-4.0724773,0
5.3755345,-2.544603,0
7.853493,-1.9629279,2
7.2508845,-2.407263,2
4.2196703,-2.4591925,0
12.828482,-2.9093976,3
5.049046,-3.3395195,0
9.9218235,-4.105119,3
1.4742124,0.28559923,1
5.8024316,-0.43129963,0
5.1771545,-2.0716188,0
4.1167426,1.5018566,1
-0.23111428,3.0690753,4
-0.8653559,4.205315,4
5.8940167,0.5286086,0
3.4241347,-0.41834968,1
10.101912,-4.48178,3
10.642497,-2.8789806,3
-1.056966,3.9173548,4
2.8147066,-0.9175761,0
5.776923,-1.7376369,2
9.930753,-4.5009313,3
10.957091,-1.5080581,3
8.410081,-3.8759222,3
0.27918962,3.2190545,4
11.549304,-2.3811507,3
10.265811,-4.719271,3
7.6920843,-2.502428,2
6.774148,-1.9056139,2
3.9419034,-1.3053445,0
11.427466,-1.7412701,3
-2.429228,4.2470717,4
3.7539613,-2.820849,0
6.0387254,-2.6983795,2
0.95015407,2.6663213,4
-0.21524885,3.5024753,4
1.1313295,1.9558338,1
5.642817,0.28422052,0
2.9843762,2.750356,1
6.949336,-3.146358,2
-0.2770331,2.4660711,4
1.5979667,0.65385646,1
8.312304,-4.1760716,3
12.06171,-1.8196005,3
3.5257847,0.775655,1
-0.089854866,2.9216547,4
2.8123703,-2.071805,0
-1.5378616,3.4048612,4
-1.1669537,3.628885,4
1.1912708,1.9148316,1
6.0899725,-1.6833428,2
2.1958141,1.4496607,1
-0.10400142,3.8069515,4
5.235968,0.20116423,0
4.2109904,-1.932737,0
11.360641,-4.41063,3
2.675863,-2.4897873,0
11.321469,-4.3122134,3
6.5996575,-0.0050652768,0
-1.746163,3.8584762,4
3.4083178,1.6797814,1
12.053822,-2.0655231,3
0.27325264,1.9870424,4
-2.8741686,4.274641,4
4.7298026,-3.8081448,0
4.590398,-2.0133178,0
5.975808,0.23705578,0
-0.52914023,3.0482872,4
12.955169,-2.198832,3
12.062097,-3.9394276,3
3.0737185,2.0021408,1
10.872041,-4.5135217,3
7.342167,-3.4494112,2
0.8480208,3.0271137,4
13.536916,-2.2180092,3
6.7496285,-1.0995609,2
3.7933319,-3.4025443,0
3.358808,1.7480271,1
13.6695,-2.9299092,3
1.1902317,0.45557055,1
8.487573,-1.7478199,2
5.8183575,-1.5722461,2
9.247115,-2.8754327,3
2.1529758,2.6484036,1
-1.5792221,3.595044,4
8.274207,-1.6103252,2
-0.28902078,3.4279227,4
11.768089,-4.572995,3
10.51349,-4.3357635,3
-2.256297,4.6874228,4
10.435168,-2.1104336,3
5.7901793,-3.8090444,0
0.9107376,1.5523688,1
10.45934,-2.0134854,3
11.866161,-2.6620247,3
5.1780252,0.24704304,0
3.4641871,-1.9081854,0
6.9600167,-0.5130183,2
2.2782135,0.48303458,1
5.0422916,-1.5747343,0
4.8563743,-3.552894,0
6.783481,-3.1032367,2
7.076247,-0.97242165,2
-5.18779,4.88486,4
1.9744016,0.42472205,1
9.50347,-3.163023,3
4.906496,-0.058617238,0
6.046983,-0.8639616,0
5.7897587,-1.6060249,2
10.88928,-1.5786089,3
2.2498891,-0.43994626,1
-0.26391664,1.6579852,4
2.2066371,0.110738315,1
-2.4637825,3.9427888,4
3.6262639,0.92759144,1
1.7690791,-1.1946789,1
8.935665,-1.9482113,2
-0.5001321,3.6441789,4
4.9261255,-1.4355191,0
