umap_1,umap_2,subcluster
11.130016,-16.244642,3
16.537987,-9.627244,0
14.198903,-11.299102,0
5.927443,-15.731331,3
16.352264,-7.9303813,0
13.0954895,-13.264267,1
14.875296,-10.93991,0
16.603119,-8.377345,0
15.27943,-12.768293,1
12.363217,-8.014131,2
14.147544,-11.4656925,0
14.128039,-12.896804,1
14.934067,-13.788512,1
15.990139,-8.000817,0
12.583842,-8.154176,2
12.909151,-13.044476,1
12.474691,-12.380616,1
14.223069,-8.85466,0
12.312338,-5.074337,2
11.738867,-10.227347,1
7.198868,-15.419847,3
9.456213,-16.023932,3
14.070361,-6.793611,2
14.814379,-13.60947,1
14.373049,-9.38499,0
15.615264,-10.484896,0
13.507669,-12.051702,1
16.180943,-12.502244,1
10.425158,-12.609999,3
13.847942,-7.3557262,2
11.281835,-12.000199,1
14.468597,-10.367413,0
15.621316,-8.639943,0
12.502371,-7.3157153,2
15.638416,-12.19543,0
10.285728,-13.5805435,3
9.964293,-13.470293,3
13.877168,-8.786008,0
13.641524,-7.1638193,2
14.156651,-12.193211,1
15.010593,-10.181218,0
6.1458993,-15.547775,3
15.425745,-9.744161,0
16.286217,-10.40919,0
15.096051,-11.197328,0
14.318222,-14.290272,1
15.241164,-12.876541,1
14.321538,-11.637428,1
15.430294,-6.741492,2
11.110931,-14.104045,3
14.208155,-12.865647,1
13.805513,-9.317528,0
11.055625,-13.042707,1
8.073499,-15.109047,3
13.600571,-8.532645,2
14.100107,-14.307824,1
10.489836,-16.043697,3
15.356103,-7.3977146,2
13.6649275,-8.67565,0
12.92393,-13.084795,1
13.336791,-7.130102,2
8.121689,-15.885286,3
13.304502,-13.036083,1
13.666395,-10.987152,0
11.786177,-13.640105,1
6.285649,-15.652584,3
11.164623,-15.76339,3
16.329409,-7.7453713,0
14.113081,-13.486577,1
12.534557,-14.643432,1
10.4230795,-13.702418,3
16.417084,-11.999599,0
15.845212,-9.057329,0
13.154965,-4.968765,2
12.107386,-10.924031,1
14.666406,-9.57631,0
13.849514,-7.632393,2
8.078779,-15.986295,3
14.362162,-6.9390087,2
15.047904,-13.45471,1
14.084717,-6.9331617,2
13.302997,-9.972318,0
11.529861,-12.494536,1
13.098936,-4.3291826,2
