profile_mask_sample,raw_sample,masked_target_type,spot_id,masked_support,masked_support_norm,baseline_target_like_score,route2_target_like_score,rank,baseline_low_score_hit_weight,baseline_running_es,route2_low_score_hit_weight,route2_running_es
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1734_124574,0.0,0.0,0.07061855670103093,0.07061855670103093,640,0.1805031446540881,0.02015667469168064,0.2156126482213439,0.05065938745038244
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1736_130351,0.0,0.0,0.07923930269413629,0.07923930269413629,641,0.0,0.01972281638980203,0.0,0.05022552914850383
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1737_111117,0.0,0.0,0.09258632362897765,0.09258632362897765,642,0.0,0.019288958087923424,0.0,0.049791670846625224
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1738_124456,0.0,0.0,0.07923930269413629,0.07923930269413629,643,0.0,0.018855099786044816,0.0,0.04935781254474662
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1741_111502,0.0,0.0,0.06357649442755825,0.11536281179138322,644,1.0,0.022759824502952275,0.0,0.04892395424286801
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1744_125007,0.0,0.0,0.09258632362897765,0.09258632362897765,645,0.0,0.022325966201073667,0.0,0.0484900959409894
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1745_111227,0.0,0.0,0.11536281179138322,0.11536281179138322,646,0.0,0.02189210789919506,0.0,0.048056237639110794
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1746_130490,0.0,0.0,0.09258632362897765,0.09258632362897765,647,0.0,0.021458249597316452,0.0,0.047622379337232186
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1748_116427,0.0,0.0,0.11536281179138322,0.07923930269413629,648,0.0,0.021024391295437844,0.0,0.04718852103535358
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1749_111805,0.0,0.0,0.09258632362897765,0.09258632362897765,649,0.0,0.020590532993559237,0.0,0.04675466273347497
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1750_111360,0.0,0.0,0.07923930269413629,0.07923930269413629,650,0.0,0.02015667469168063,0.0,0.04632080443159636
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1753_125500,0.0,0.0,0.07061855670103093,0.09258632362897765,651,0.1805031446540881,0.020505944268035734,0.0,0.045886946129717755
highres_humanmelanomapatient2_profile_mask_b_cells,HumanMelanomaPatient2,B cells,spot_1755_124492,0.0,0.0,0.07923930269413629,0.09258632362897765,652,0.0,0.020072085966157126,0.0,0.04545308782783915
