group,spots,marker_score_median,marker_score_q25,marker_score_q75,residual_program_z_median,residual_candidate_rate,spot_candidate_rate
background,1820,0.18761088,0.1457009675,0.2325630775,-0.19215702096128895,0.0,0.018131868131868133
blank_outside_target,107,0.13071999,0.066486835,0.200495335,-0.2070319399543905,0.19626168224299065,1.0
hit_target,375,1.0553464,0.870754575,1.18785285,4.563890146741102,0.9973333333333333,1.0
missed_target,107,0.38931778,0.35629023,0.481831875,1.068452877208664,0.0,0.0
