baseline_run,n_positive_spots,n_negative_spots,mean_immune_score_positive,mean_immune_score_negative,median_immune_score_positive,median_immune_score_negative,delta_mean_positive_minus_negative,fold_change_positive_over_negative,Cohen_d_positive_vs_negative,Cliffs_delta_positive_vs_negative,Mann_Whitney_U_pvalue,AUROC,AUPRC,positive_class_prevalence,endpoint_positive_enrichment,bootstrap_n,bootstrap_CI95_low,bootstrap_CI95_high,mean_nonimmune_score_positive,metric_status,reason,metric_note
baseline_full_reference,134,1754,0.7115671641791045,0.6546702774610413,1.0,0.9999999999999998,0.056896886718063144,1.086909225417598,0.13968196115667722,0.123257713711942,0.010921220088708534,0.561628856855971,0.08768018846487502,0.07097457627118645,0.056896886718063144,1000,-0.01635214156318374,0.12752946112341593,0.2884328358208955,ok,,
baseline_immune_all_dropout,134,1754,0.0,0.0,0.0,0.0,0.0,,,,,,,0.07097457627118645,0.0,1000,0.0,0.0,1.0,undefined_due_to_constant_score,immune_score_constant_or_unavailable,immune labels removed by design
baseline_nonimmune_all_dropout_control,134,1754,1.0,0.999429874572406,1.0,1.0,0.0005701254275940482,1.0005704506560182,0.024766525957640038,0.07754131282016372,0.001387536349306807,0.5387706564100818,0.0764869942577103,0.07097457627118645,0.0005701254275940482,1000,0.0,0.0017103762827822555,0.0,ok,,
