n_positive_spots,n_negative_spots,mean_withheld_score_positive,mean_withheld_score_negative,median_withheld_score_positive,median_withheld_score_negative,delta_mean_positive_minus_negative,fold_change_positive_over_negative,bootstrap_n,bootstrap_95CI_delta_low,bootstrap_95CI_delta_high,Mann_Whitney_U_pvalue,Cohen_d,Cliffs_delta,metric_status
134,1754,0.5205562170297745,0.37524085541836516,0.5344464316931752,0.3659713294170245,0.14531536161140934,1.3872589018842143,1000,0.12728495032581474,0.1631597481384965,2.3655876541811505e-37,1.3168969785733984,0.6610476692932147,ok
