,B cells,CD8 T cells,Monocytes and Macrophages,NK cells,Endothelial cells,CD4 T cells,Epithelial cells,PVL,Fibroblasts,Plasma cells,T-cells
fraction,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.09965122072745392,0.05630293971101146,0.046836073741903336
