"decoy_n","missing_type_list","n_filtered","state32_route2_assignments","decoy_route2_assignments","plottable","CytoSPACE_Nephron_r","CytoSPACE_Ureteric_r","SVTuner + CytoSPACE_Nephron_r","SVTuner + CytoSPACE_Ureteric_r"
"1000","__AUTO__|Unsupported_decoy_State32like","1000","170","0","True","-0.43593755933855766","0.29434811352551943","0.9258714378376935","0.9524266469071775"
